age,race,gender,grade90,income96,partner,height,weight,famsize,genhealth,illegalact,charged,jobsnum90,afqt89,typejob90,jobtrain90,income96gt17
21,BLACK,Male,12TH GRADE,2.0,No,600.0,150.0,5,Good,0,0,3,2,manuf,No,1
19,BLACK,Male,2ND YR COL,2.6,No,508.0,130.0,5,Very Good,0,0,1,50,manuf,No,1
14,MEXICAN-AMERICAN,Male,9TH GRADE,0.8,No,504.0,150.0,15,Very Good,0,0,14,4,construction,No,0
18,BLACK,Male,12TH GRADE,0.0,No,600.0,190.0,15,Good,0,0,8,12,construction,No,0
16,BLACK,Male,12TH GRADE,1.04,Yes,504.0,175.0,4,Very Good,0,0,11,11,manuf,No,0
19,ENGLISH,Female,9TH GRADE,0.2,No,504.0,185.0,3,Fair,0,0,5,5,personal,No,0
19,BLACK,Male,5TH YR COL,4.32,No,510.0,180.0,8,Excellent,0,0,6,29,transp,Yes,1
17,BLACK,Female,1ST YR COL,1.1,No,507.0,130.0,8,Very Good,0,0,6,34,retail,No,0
15,ENGLISH,Male,12TH GRADE,0.0,No,508.0,148.0,3,Good,0,0,9,4,construction,No,0
19,BLACK,Female,2ND YR COL,1.4,No,502.0,125.0,9,Good,0,0,7,16,manuf,No,0
17,BLACK,Male,12TH GRADE,2.5,No,507.0,164.0,9,Good,2,0,11,7,construction,No,1
15,BLACK,Male,3RD YR COL,2.8,Yes,508.0,150.0,9,Fair,1,0,12,8,construction,No,1
16,BLACK,Male,5TH YR COL,4.6,Yes,601.0,165.0,7,Excellent,0,0,12,59,pro,No,1
15,BLACK,Female,2ND YR COL,1.2,No,503.0,140.0,7,Good,0,0,10,25,retail,No,0
20,BLACK,Female,9TH GRADE,0.7,No,504.0,110.0,1,Very Good,0,0,3,1,personal,No,0
16,BLACK,Male,1ST YR COL,3.3,No,600.0,204.0,3,Good,0,0,12,25,pro,No,1
21,BLACK,Male,6TH YR COL,1.6,No,601.0,195.0,4,Good,0,0,15,29,manuf,No,0
18,BLACK,Female,10TH GRADE,0.98,No,504.0,185.0,11,Excellent,1,0,5,4,manuf,No,0
15,BLACK,Female,12TH GRADE,1.3,No,503.0,155.0,3,Good,0,0,4,8,personal,No,0
17,BLACK,Male,12TH GRADE,2.0,No,506.0,140.0,7,Good,1,0,8,11,transp,No,1
15,BLACK,Male,3RD YR COL,3.6,No,508.0,165.0,3,Very Good,2,0,5,19,manuf,No,1
17,BLACK,Female,4TH YR COL,1.8,No,504.0,150.0,3,Very Good,0,0,12,13,busi,Yes,1
17,BLACK,Female,12TH GRADE,4.5,No,507.0,140.0,12,Very Good,0,0,7,50,pro,No,1
16,BLACK,Male,12TH GRADE,0.7,Yes,510.0,186.0,12,Fair,2,1,14,20,manuf,No,0
20,BLACK,Female,2ND YR COL,3.1,No,507.0,204.0,4,Very Good,0,0,5,61,manuf,No,1
16,FRENCH,Female,12TH GRADE,0.49,No,503.0,120.0,5,Good,0,0,18,62,pro,Yes,0
14,BLACK,Male,12TH GRADE,0.9,No,508.0,185.0,4,Fair,1,0,9,1,manuf,No,0
17,BLACK,Female,11TH GRADE,1.456,No,506.0,140.0,5,Good,0,0,3,18,retail,No,0
15,BLACK,Male,12TH GRADE,3.0,Yes,508.0,150.0,2,Very Good,3,0,6,10,personal,No,1
17,NATIVE-AMERICAN,Female,12TH GRADE,0.6,No,504.0,170.0,4,Excellent,0,0,8,38,retail,No,0
20,BLACK,Female,12TH GRADE,0.8,No,504.0,160.0,11,Good,0,0,4,7,retail,No,0
17,BLACK,Male,12TH GRADE,1.69,No,509.0,185.0,4,Fair,1,0,6,40,pro,No,0
17,BLACK,Male,12TH GRADE,6.0,No,510.0,180.0,8,Excellent,0,0,3,17,manuf,Yes,1
18,BLACK,Male,12TH GRADE,2.3,No,600.0,250.0,6,Good,0,0,8,16,agri,No,1
21,BLACK,Male,10TH GRADE,2.0,No,509.0,150.0,1,Very Good,0,1,12,7,retail,No,1
20,BLACK,Female,4TH YR COL,4.5,No,507.0,256.0,3,Good,0,0,6,44,pub,No,1
22,BLACK,Male,2ND YR COL,1.2,Yes,508.0,170.0,7,Good,0,1,11,36,agri,No,0
15,BLACK,Female,2ND YR COL,0.0,No,505.0,150.0,7,Very Good,0,0,5,45,agri,No,0
20,BLACK,Male,12TH GRADE,3.2,No,508.0,145.0,4,Excellent,0,0,5,18,manuf,No,1
18,BLACK,Male,12TH GRADE,3.7,No,604.0,224.0,10,Good,0,0,15,23,pub,No,1
14,BLACK,Female,10TH GRADE,2.0,No,506.0,170.0,10,Very Good,0,0,3,8,pro,No,1
18,OTHER,Male,12TH GRADE,3.2,Yes,508.0,150.0,7,Excellent,0,0,12,33,construction,No,1
16,BLACK,Female,12TH GRADE,1.6,No,501.0,127.0,4,Good,1,0,5,35,manuf,No,0
18,PUERTORICAN,Female,11TH GRADE,0.0,No,506.0,225.0,7,Fair,0,0,8,10,pro,No,0
16,PUERTORICAN,Female,12TH GRADE,2.3,No,503.0,143.0,7,Very Good,0,0,2,41,fin,No,1
18,PORTUGUESE,Male,12TH GRADE,1.8,No,504.0,147.0,6,Very Good,0,0,10,2,pro,No,1
17,PORTUGUESE,Female,1ST YR COL,2.3105,No,503.0,118.0,6,Excellent,0,0,5,15,pro,No,1
14,PUERTORICAN,Female,1ST YR COL,3.0,No,503.0,110.0,7,Excellent,0,0,10,39,pro,Yes,1
17,BLACK,Male,12TH GRADE,2.6,No,511.0,215.0,5,Very Good,0,0,9,80,wholesale,No,1
19,PUERTORICAN,Male,12TH GRADE,0.0,No,508.0,215.0,5,Fair,0,0,5,13,retail,No,0
17,PUERTORICAN,Female,12TH GRADE,0.36,Yes,502.0,150.0,5,Very Good,0,0,4,10,manuf,No,0
15,PUERTORICAN,Female,12TH GRADE,2.2252,Yes,411.0,117.0,5,Very Good,0,0,6,17,busi,No,1
16,BLACK,Male,6TH YR COL,13.8775,No,510.0,160.0,6,Very Good,0,0,16,50,fin,No,1
16,PUERTORICAN,Male,12TH GRADE,2.8,No,507.0,156.0,5,Very Good,0,0,19,19,construction,No,1
16,OTHER-HISPANIC,Female,12TH GRADE,4.3,Yes,507.0,165.0,4,Good,0,0,5,14,fin,Yes,1
17,PUERTORICAN,Female,1ST YR COL,1.2,No,501.0,175.0,6,Fair,0,0,9,19,pro,No,0
17,PUERTORICAN,Male,2ND YR COL,5.8,No,505.0,130.0,3,Excellent,0,0,4,62,manuf,Yes,1
18,PUERTORICAN,Female,2ND YR COL,4.2,No,502.0,120.0,5,Excellent,0,0,10,25,fin,No,1
15,KOREAN,Male,12TH GRADE,6.8,No,510.0,175.0,5,Good,0,0,14,42,pub,No,1
21,BLACK,Female,12TH GRADE,2.5,No,507.0,149.0,3,Good,0,0,6,18,pro,No,1
16,PUERTORICAN,Female,10TH GRADE,0.0,No,500.0,150.0,9,Good,0,0,1,1,manuf,No,0
19,BLACK,Male,12TH GRADE,5.0,No,605.0,235.0,8,Very Good,0,1,13,38,enter,Yes,1
16,BLACK,Female,12TH GRADE,1.0,No,506.0,142.0,7,Very Good,1,0,6,21,retail,No,0
18,PUERTORICAN,Male,11TH GRADE,0.45,No,507.0,165.0,4,Fair,1,0,4,11,manuf,No,0
16,PUERTORICAN,Male,8TH GRADE,1.7,No,500.0,139.0,4,Fair,0,0,15,1,transp,No,0
16,PUERTORICAN,Male,12TH GRADE,3.3,No,506.0,152.0,5,Very Good,0,0,10,2,busi,No,1
15,BLACK,Male,2ND YR COL,2.627,No,510.0,138.0,4,Very Good,0,0,17,32,pub,No,1
20,BLACK,Male,10TH GRADE,3.1,No,511.0,160.0,4,Excellent,3,0,8,51,busi,No,1
17,BLACK,Male,11TH GRADE,2.5,No,511.0,190.0,5,Excellent,0,0,5,22,pro,No,1
20,BLACK,Male,2ND YR COL,2.65,No,508.0,189.0,5,Very Good,0,0,8,46,pub,Yes,1
17,BLACK,Male,4TH YR COL,2.2,No,506.0,140.0,6,Excellent,0,0,12,18,transp,No,1
16,OTHER,Female,2ND YR COL,1.6,No,505.0,150.0,4,Good,0,0,5,57,fin,No,0
15,BLACK,Male,12TH GRADE,0.0,No,602.0,190.0,9,Very Good,2,0,9,3,enter,No,0
16,PORTUGUESE,Female,12TH GRADE,0.0,No,507.0,170.0,7,Good,0,0,4,19,pro,No,0
15,BLACK,Male,2ND YR COL,1.0,No,510.0,230.0,7,Fair,0,0,1,21,busi,No,0
16,BLACK,Female,12TH GRADE,2.7,No,507.0,137.0,1,Very Good,0,0,8,21,transp,No,1
17,BLACK,Female,2ND YR COL,3.55,No,504.0,160.0,4,Good,0,0,8,39,transp,No,1
16,BLACK,Male,12TH GRADE,1.6,Yes,604.0,219.0,6,Very Good,3,0,10,42,pro,No,0
17,BLACK,Male,12TH GRADE,13.8775,No,511.0,164.0,4,Very Good,0,0,11,11,manuf,No,1
21,BLACK,Female,5TH YR COL,4.9,No,504.0,110.0,6,Excellent,0,0,6,66,transp,No,1
20,BLACK,Female,12TH GRADE,2.3,Yes,507.0,197.0,9,Fair,0,0,7,10,transp,No,1
16,BLACK,Male,12TH GRADE,3.0,No,510.0,150.0,9,Good,3,0,3,29,manuf,No,1
15,BLACK,Female,12TH GRADE,0.0,Yes,507.0,170.0,9,Very Good,1,0,3,10,busi,No,0
16,BLACK,Female,5TH YR COL,2.8062,No,509.0,135.0,4,Fair,0,0,10,24,pro,Yes,1
21,OTHER-SPANISH,Male,7TH YR COL,4.8,No,507.0,160.0,3,Excellent,0,0,15,94,pro,Yes,1
21,BLACK,Female,2ND YR COL,2.8,No,504.0,150.0,2,Very Good,0,0,6,45,pro,No,1
20,PUERTORICAN,Female,4TH YR COL,3.1,No,504.0,135.0,1,Very Good,0,0,10,27,busi,No,1
18,MEXICAN-AMERICAN,Female,1ST YR COL,2.55,No,500.0,105.0,6,Good,0,0,3,43,manuf,No,1
16,PUERTORICAN,Female,4TH YR COL,5.0,No,502.0,117.0,6,Excellent,0,0,6,77,retail,No,1
17,PUERTORICAN,Male,1ST YR COL,5.4,No,602.0,225.0,4,Very Good,0,0,8,84,manuf,No,1
18,BLACK,Male,10TH GRADE,0.9,No,601.0,167.0,3,Very Good,0,1,9,6,busi,No,0
15,PUERTORICAN,Female,9TH GRADE,0.0,No,506.0,140.0,3,Very Good,0,0,11,17,manuf,No,0
19,BLACK,Male,4TH YR COL,5.0,No,510.0,200.0,4,Fair,0,0,12,54,transp,No,1
21,OTHER-HISPANIC,Female,2ND YR COL,1.7,No,504.0,140.0,3,Very Good,0,0,2,42,transp,Yes,0
19,OTHER-HISPANIC,Female,11TH GRADE,3.1,No,502.0,118.0,8,Good,0,0,6,8,construction,No,1
17,OTHER-HISPANIC,Male,12TH GRADE,3.5,No,504.0,148.0,6,Excellent,0,0,3,17,transp,No,1
15,OTHER-HISPANIC,Male,6TH YR COL,6.0,No,505.0,170.0,4,Excellent,0,0,3,97,busi,No,1
21,BLACK,Male,12TH GRADE,2.5,Yes,509.0,210.0,2,Fair,3,0,3,13,construction,No,1
20,BLACK,Female,2ND YR COL,1.8,No,503.0,115.0,1,Good,0,0,12,14,pro,Yes,1
20,BLACK,Male,10TH GRADE,0.0,No,511.0,165.0,2,Very Good,0,1,8,2,pro,No,0
21,BLACK,Female,5TH YR COL,2.1,No,504.0,107.0,2,Very Good,0,0,9,40,pub,No,1
17,BLACK,Male,1ST YR COL,1.3,No,600.0,145.0,2,Very Good,1,0,10,22,busi,No,0
21,FILIPINO,Female,4TH YR COL,13.8775,Yes,506.0,115.0,2,Excellent,0,0,7,99,pro,Yes,1
22,GERMAN,Male,5TH YR COL,13.8775,No,600.0,185.0,5,Very Good,0,0,6,99,manuf,No,1
19,IRISH,Male,4TH YR COL,4.5,No,600.0,190.0,5,Very Good,2,0,12,88,fin,No,1
21,GERMAN,Male,6TH YR COL,3.5,No,510.0,160.0,1,Excellent,0,0,21,97,pro,No,1
21,BLACK,Female,4TH YR COL,4.0,Yes,507.0,107.0,5,Excellent,1,0,4,63,pro,No,1
18,BLACK,Male,12TH GRADE,4.0,No,600.0,187.0,4,Very Good,3,0,5,49,manuf,No,1
16,BLACK,Female,3RD YR COL,1.4,No,505.0,120.0,4,Fair,0,0,10,21,transp,Yes,0
14,OTHER-HISPANIC,Male,4TH YR COL,5.2,No,508.0,175.0,6,Good,1,0,14,30,manuf,No,1
21,OTHER-SPANISH,Male,4TH YR COL,3.25,No,509.0,160.0,6,Very Good,0,0,8,23,construction,No,1
18,BLACK,Female,11TH GRADE,1.44,No,503.0,140.0,2,Fair,0,0,5,2,pro,No,0
15,PUERTORICAN,Male,8TH GRADE,0.0,No,501.0,130.0,6,Fair,0,0,5,10,construction,No,0
14,BLACK,Male,12TH GRADE,0.8,No,604.0,150.0,9,Very Good,0,0,13,11,retail,No,0
16,BLACK,Male,2ND YR COL,0.8,No,510.0,163.0,6,Very Good,0,0,8,30,retail,No,0
19,BLACK,Female,12TH GRADE,0.1299,No,505.0,140.0,6,Very Good,0,0,9,16,pro,No,0
22,BLACK,Female,3RD YR COL,3.0,Yes,508.0,155.0,1,Very Good,0,0,8,41,transp,No,1
19,MEXICAN-AMERICAN,Male,11TH GRADE,1.9,No,508.0,190.0,7,Good,0,0,11,10,pro,No,1
15,MEXICAN-AMERICAN,Male,12TH GRADE,1.79,No,506.0,210.0,7,Very Good,0,0,12,8,pro,Yes,1
21,GERMAN,Female,12TH GRADE,1.3,No,506.0,120.0,1,Excellent,0,0,3,22,retail,Yes,0
18,BLACK,Female,3RD YR COL,4.0,No,510.0,153.0,4,Good,0,0,4,53,pub,Yes,1
20,BLACK,Female,12TH GRADE,0.33,No,500.0,110.0,4,Good,0,0,2,25,manuf,No,0
15,BLACK,Male,2ND YR COL,4.1,No,601.0,175.0,4,Good,0,0,7,36,transp,Yes,1
21,BLACK,Female,12TH GRADE,0.0,No,505.0,130.0,6,Very Good,0,0,4,18,retail,No,0
19,BLACK,Female,3RD YR COL,0.96,No,410.0,109.0,5,Good,4,1,9,8,pro,No,0
14,BLACK,Female,1ST YR COL,0.0,Yes,504.0,125.0,5,Fair,0,0,7,4,retail,No,0
16,PUERTORICAN,Male,9TH GRADE,0.5867,No,509.0,158.0,8,Good,1,1,5,1,manuf,No,0
19,CUBAN,Male,12TH GRADE,3.0,No,505.0,150.0,5,Fair,0,1,12,32,busi,No,1
16,CUBAN,Female,12TH GRADE,0.3,No,411.0,140.0,5,Good,0,0,8,24,fin,Yes,0
16,BLACK,Female,10TH GRADE,0.7,No,502.0,200.0,7,Fair,0,0,3,9,construction,No,0
21,BLACK,Female,4TH YR COL,2.6,No,504.0,130.0,5,Very Good,0,0,5,72,fin,Yes,1
17,MEXICAN,Male,9TH GRADE,3.2,No,509.0,180.0,6,Good,0,1,5,17,wholesale,No,1
14,IRISH,Male,10TH GRADE,4.0,No,509.0,290.0,6,Good,0,1,4,13,wholesale,Yes,1
20,BLACK,Male,11TH GRADE,1.8,Yes,600.0,160.0,4,Very Good,0,0,4,18,wholesale,No,1
18,BLACK,Male,11TH GRADE,0.0,No,602.0,150.0,4,Excellent,0,0,5,15,busi,Yes,0
20,BLACK,Female,2ND YR COL,1.8,No,506.0,190.0,4,Very Good,0,0,7,18,busi,No,1
20,BLACK,Male,12TH GRADE,0.0,No,511.0,250.0,4,Fair,0,0,4,29,transp,No,0
20,BLACK,Female,2ND YR COL,2.2,No,411.0,120.0,8,Fair,0,0,3,15,fin,No,1
16,BLACK,Female,12TH GRADE,0.0,No,500.0,135.0,8,Fair,2,0,3,2,retail,No,0
15,BLACK,Female,2ND YR COL,3.12,No,500.0,112.0,8,Good,1,0,9,23,fin,No,1
21,BLACK,Male,12TH GRADE,1.0,No,509.0,190.0,4,Fair,0,0,11,9,retail,Yes,0
15,BLACK,Male,1ST YR COL,1.2,No,511.0,140.0,6,Very Good,0,0,10,15,personal,No,0
20,BLACK,Male,12TH GRADE,4.5,Yes,601.0,185.0,4,Excellent,0,0,13,30,retail,No,1
15,BLACK,Male,4TH YR COL,2.5,No,507.0,170.0,3,Good,0,0,6,49,pro,No,1
15,BLACK,Male,10TH GRADE,1.4,No,506.0,147.0,3,Very Good,0,1,9,11,retail,Yes,0
19,MEXICAN,Female,12TH GRADE,2.6,No,502.0,122.0,5,Very Good,0,0,5,26,wholesale,No,1
15,MEXICAN-AMERICAN,Female,1ST YR COL,2.2,No,504.0,139.0,6,Good,0,0,4,73,fin,No,1
17,CHICANO,Female,12TH GRADE,1.9,No,509.0,117.0,6,Very Good,0,0,7,44,pro,No,1
16,MEXICAN-AMERICAN,Female,12TH GRADE,2.3,No,508.0,135.0,6,Very Good,0,0,4,30,pro,No,1
14,MEXICAN-AMERICAN,Male,4TH YR COL,3.0,No,602.0,215.0,6,Very Good,0,0,10,42,pro,Yes,1
19,BLACK,Female,2ND YR COL,0.06,No,507.0,149.0,2,Very Good,0,0,23,77,wholesale,No,0
22,BLACK,Male,11TH GRADE,0.38,No,511.0,160.0,4,Excellent,0,0,9,5,construction,No,0
21,FRENCH,Female,1ST YR COL,1.8223,No,503.0,143.0,1,Good,0,0,13,45,fin,Yes,1
21,ITALIAN,Male,12TH GRADE,2.2,Yes,508.0,150.0,3,Very Good,0,0,15,84,construction,No,1
19,NATIVE-AMERICAN,Male,12TH GRADE,3.8,No,600.0,230.0,1,Very Good,0,0,10,58,transp,No,1
19,GERMAN,Female,12TH GRADE,0.54,No,410.0,90.0,1,Poor,2,1,12,47,busi,No,0
17,FRENCH,Male,11TH GRADE,1.7,No,505.0,148.0,3,Fair,0,0,17,1,manuf,No,0
18,BLACK,Female,2ND YR COL,2.3,No,509.0,146.0,5,Good,0,0,3,50,fin,Yes,1
14,BLACK,Female,2ND YR COL,1.3,No,510.0,147.0,5,Very Good,0,0,6,64,fin,Yes,0
15,BLACK,Male,12TH GRADE,2.5,No,602.0,195.0,4,Good,0,0,4,71,pub,Yes,1
17,PUERTORICAN,Male,2ND YR COL,1.3,No,511.0,220.0,6,Very Good,0,0,9,7,pub,No,0
17,BLACK,Female,2ND YR COL,2.8,No,508.0,140.0,4,Excellent,0,0,9,40,pub,No,1
19,ENGLISH,Female,12TH GRADE,2.1,No,508.0,127.0,5,Very Good,0,0,8,49,fin,No,1
19,GERMAN,Male,12TH GRADE,1.2,No,508.0,180.0,5,Good,0,1,11,15,retail,No,0
20,CUBAN,Female,1ST YR COL,2.4,No,503.0,150.0,5,Good,0,0,5,31,fin,No,1
16,ITALIAN,Male,12TH GRADE,4.0,No,507.0,148.0,5,Very Good,0,0,10,45,wholesale,No,1
16,CUBAN,Male,12TH GRADE,4.0,No,509.0,150.0,3,Excellent,0,0,5,47,transp,No,1
21,CUBAN,Female,1ST YR COL,3.2519,No,504.0,117.0,4,Very Good,0,0,1,62,transp,No,1
19,CUBAN,Female,12TH GRADE,3.5,No,502.0,110.0,2,Very Good,0,0,5,44,manuf,No,1
15,CUBAN,Female,3RD YR COL,4.4,No,504.0,190.0,4,Fair,0,0,4,29,pro,No,1
20,CUBAN,Female,5TH YR COL,4.95,No,506.0,175.0,6,Fair,0,0,10,34,pro,No,1
18,CUBAN,Male,5TH YR COL,13.8775,No,507.0,155.0,3,Excellent,0,0,4,99,wholesale,No,1
14,FRENCH,Male,4TH YR COL,13.8775,No,507.0,140.0,4,Good,1,0,9,45,fin,No,1
17,BLACK,Male,2ND YR COL,2.3,No,600.0,158.0,4,Excellent,0,0,3,54,manuf,No,1
20,BLACK,Female,4TH YR COL,0.0,No,506.0,128.0,7,Good,0,0,8,42,busi,No,0
15,BLACK,Female,12TH GRADE,1.8,No,502.0,140.0,3,Very Good,0,0,7,27,fin,No,1
16,BLACK,Male,4TH YR COL,3.0,No,601.0,235.0,3,Very Good,0,0,2,41,fin,No,1
16,BLACK,Female,12TH GRADE,0.8448,No,504.0,95.0,5,Good,0,0,4,5,busi,No,0
17,BLACK,Female,1ST YR COL,1.47,No,503.0,120.0,8,Very Good,0,0,7,18,personal,No,0
15,BLACK,Female,12TH GRADE,0.007,No,502.0,135.0,7,Good,0,0,3,12,retail,No,0
17,BLACK,Male,12TH GRADE,2.4,No,507.0,135.0,5,Very Good,0,0,13,9,manuf,No,1
15,BLACK,Male,12TH GRADE,0.3,No,506.0,180.0,3,Good,0,1,5,12,construction,No,0
20,BLACK,Male,4TH YR COL,7.6,No,511.0,176.0,1,Excellent,0,0,5,95,mining,No,1
21,BLACK,Male,2ND YR COL,1.65,No,511.0,180.0,3,Excellent,1,0,4,85,retail,No,0
21,BLACK,Female,2ND YR COL,0.0,No,508.0,140.0,2,Good,0,0,5,45,wholesale,No,0
20,BLACK,Female,6TH YR COL,6.8,No,501.0,130.0,1,Very Good,0,0,10,67,pro,No,1
17,BLACK,Female,3RD YR COL,0.0,No,506.0,145.0,4,Excellent,0,0,4,13,personal,Yes,0
22,BLACK,Male,4TH YR COL,5.6,No,604.0,230.0,1,Very Good,0,0,5,79,enter,No,1
17,ENGLISH,Female,1ST YR COL,3.1,No,504.0,125.0,3,Very Good,0,0,3,9,manuf,No,1
14,BLACK,Female,4TH YR COL,0.0,No,504.0,130.0,4,Fair,0,0,13,15,pub,No,0
17,BLACK,Male,12TH GRADE,0.5,No,509.0,145.0,6,Very Good,0,0,14,8,busi,No,0
15,BLACK,Male,12TH GRADE,4.6,No,600.0,173.0,6,Good,2,0,7,47,fin,Yes,1
14,MEXICAN-AMERICAN,Male,12TH GRADE,2.2,No,508.0,170.0,5,Excellent,0,0,6,8,wholesale,No,1
15,MEXICAN-AMERICAN,Male,8TH GRADE,3.0,No,507.0,165.0,4,Good,2,0,20,6,construction,No,1
19,MEXICAN-AMERICAN,Male,12TH GRADE,4.5,No,505.0,200.0,8,Very Good,0,0,6,17,transp,No,1
18,MEXICAN-AMERICAN,Male,2ND YR COL,2.5101,No,509.0,180.0,8,Very Good,0,1,6,88,pub,No,1
19,MEXICAN-AMERICAN,Female,12TH GRADE,2.5,No,502.0,118.0,1,Excellent,0,0,4,8,fin,No,1
17,MEXICAN-AMERICAN,Male,11TH GRADE,3.1,No,508.0,175.0,4,Very Good,0,0,4,19,busi,Yes,1
14,OTHER-SPANISH,Female,1ST YR COL,1.9,No,504.0,150.0,6,Good,0,0,9,30,retail,No,1
19,OTHER-SPANISH,Male,12TH GRADE,2.9,No,508.0,154.0,4,Very Good,0,1,3,56,manuf,Yes,1
15,GERMAN,Male,1ST YR COL,2.96,No,508.0,133.0,5,Good,0,0,9,89,transp,No,1
15,GERMAN,Female,12TH GRADE,1.6,No,503.0,120.0,7,Very Good,0,0,12,45,pro,Yes,0
14,GERMAN,Female,12TH GRADE,0.15,No,502.0,107.0,7,Excellent,2,0,7,16,pro,Yes,0
18,MEXICAN-AMERICAN,Female,12TH GRADE,1.0,No,504.0,110.0,3,Very Good,0,0,8,25,pub,No,0
18,NATIVE-AMERICAN,Male,12TH GRADE,1.8,No,601.0,150.0,3,Very Good,0,0,4,18,agri,No,1
21,MEXICAN,Female,9TH GRADE,1.0,No,504.0,140.0,8,Excellent,0,0,9,15,busi,No,0
14,MEXICAN,Male,11TH GRADE,0.0,Yes,508.0,200.0,8,Good,0,0,4,8,manuf,No,0
16,PUERTORICAN,Male,9TH GRADE,0.35,Yes,506.0,140.0,8,Fair,0,0,9,5,agri,No,0
17,MEXICAN,Female,5TH YR COL,2.8,No,504.0,135.0,8,Very Good,0,0,15,69,pub,No,1
14,MEXICAN-AMERICAN,Male,1ST YR COL,3.5,No,506.0,165.0,8,Excellent,0,0,3,33,transp,No,1
20,BLACK,Male,2ND YR COL,2.4,No,507.0,156.0,4,Good,0,0,2,35,pro,No,1
17,BLACK,Female,6TH YR COL,3.7,No,503.0,130.0,4,Very Good,0,0,14,29,pro,No,1
18,MEXICAN,Male,12TH GRADE,3.7,No,506.0,170.0,6,Excellent,0,0,5,71,retail,No,1
18,MEXICAN-AMERICAN,Female,12TH GRADE,1.6,Yes,501.0,130.0,3,Good,0,0,9,21,pro,No,0
14,MEXICAN-AMERICAN,Male,12TH GRADE,1.85,No,503.0,155.0,7,Fair,1,1,15,7,busi,No,1
20,MEXICAN-AMERICAN,Female,2ND YR COL,1.74,No,503.0,116.0,6,Very Good,0,0,3,49,pro,No,1
17,MEXICAN,Female,12TH GRADE,0.06,No,503.0,145.0,6,Very Good,0,0,15,32,manuf,No,0
16,MEXICAN-AMERICAN,Female,3RD YR COL,1.9,No,500.0,118.0,7,Good,0,0,6,27,pub,No,1
17,MEXICAN-AMERICAN,Female,1ST YR COL,1.8,No,501.0,110.0,7,Good,0,0,15,17,pro,Yes,1
19,MEXICAN,Male,12TH GRADE,4.6,No,506.0,185.0,5,Poor,0,0,30,29,manuf,No,1
15,MEXICAN,Male,7TH YR COL,3.5,No,509.0,185.0,4,Excellent,0,0,14,27,pub,No,1
17,IRISH,Male,12TH GRADE,0.12,No,510.0,170.0,6,Good,3,0,7,74,retail,No,0
14,MEXICAN-AMERICAN,Female,12TH GRADE,0.0,No,502.0,108.0,4,Fair,0,0,8,44,retail,No,0
19,BLACK,Female,1ST YR COL,2.6,No,504.0,125.0,10,Good,0,0,5,49,fin,No,1
17,BLACK,Female,2ND YR COL,3.2,No,505.0,127.0,10,Very Good,0,0,5,27,pro,Yes,1
14,BLACK,Male,4TH YR COL,5.0,Yes,511.0,208.0,2,Very Good,2,0,13,54,pro,No,1
14,BLACK,Female,12TH GRADE,0.0,No,503.0,160.0,10,Excellent,0,0,5,1,manuf,No,0
22,MEXICAN,Male,1ST YR COL,6.7,No,504.0,179.0,2,Very Good,0,0,2,80,retail,Yes,1
19,MEXICAN,Male,2ND YR COL,3.9,No,602.0,235.0,2,Good,0,0,5,61,busi,Yes,1
20,MEXICAN,Female,12TH GRADE,2.2,No,502.0,110.0,9,Excellent,0,0,6,17,personal,Yes,1
14,MEXICAN,Male,11TH GRADE,5.0,No,507.0,150.0,9,Very Good,0,0,13,7,busi,No,1
19,MEXICAN,Female,12TH GRADE,0.0,No,504.0,135.0,6,Good,0,0,13,21,busi,No,0
15,CUBAN,Female,12TH GRADE,2.0,No,503.0,150.0,5,Excellent,0,0,10,16,fin,Yes,1
20,GERMAN,Male,12TH GRADE,3.4,No,510.0,180.0,3,Very Good,0,0,2,57,wholesale,No,1
19,MEXICAN-AMERICAN,Female,12TH GRADE,1.7,No,504.0,170.0,4,Very Good,0,0,9,25,pro,No,0
20,MEXICAN-AMERICAN,Female,3RD YR COL,5.5,No,506.0,170.0,5,Very Good,0,1,8,91,pro,No,1
17,MEXICAN-AMERICAN,Female,4TH YR COL,4.5,No,501.0,135.0,5,Very Good,0,0,8,80,retail,No,1
20,IRISH,Male,2ND YR COL,1.7,No,504.0,135.0,3,Very Good,1,0,8,47,personal,No,0
18,AMERICAN,Male,11TH GRADE,2.2,No,506.0,128.0,3,Excellent,0,1,23,25,construction,No,1
19,MEXICAN,Male,4TH YR COL,1.5,No,508.0,121.0,11,Excellent,0,0,6,13,retail,No,0
18,MEXICAN,Male,12TH GRADE,3.8,No,505.0,145.0,9,Very Good,0,0,3,55,transp,No,1
19,MEXICAN-AMERICAN,Female,12TH GRADE,0.8,No,501.0,124.0,1,Very Good,0,0,7,25,busi,No,0
21,MEXICAN-AMERICAN,Female,12TH GRADE,2.7,No,502.0,145.0,1,Very Good,0,0,11,15,manuf,No,1
20,MEXICAN-AMERICAN,Female,12TH GRADE,2.3,No,501.0,115.0,3,Excellent,1,0,8,32,retail,No,1
18,BLACK,Male,2ND YR COL,3.9752,No,508.0,175.0,4,Good,0,0,8,15,transp,No,1
16,BLACK,Male,2ND YR COL,5.6,No,511.0,179.0,4,Very Good,2,0,12,37,transp,Yes,1
16,MEXICAN-AMERICAN,Male,12TH GRADE,3.7,No,509.0,165.0,6,Very Good,0,0,5,64,manuf,No,1
