climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa,binaryClass
45.0,29.0,-0.29,0.15,2.2,-14.0,-9.0,-0.026,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,N
-92.0,28.0,-0.55,0.31,1.7,-14.0,-22.0,-0.019,-1.9,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,N
-335.0,23.0,-0.64,0.25,0.9,-15.0,-16.0,-0.002,-0.5,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,P
-402.0,-3.0,-0.13,0.11,-0.7,-17.0,2.0,0.016,-0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,P
-140.0,-18.0,0.62,0.03,0.2,-16.0,9.0,0.019,-0.2,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0.0,-0.0002,0.0,-0.0006,P
-99.0,-20.0,0.57,0.23,0.8,-15.0,-7.0,-0.023,-2.8,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,N
-227.0,-24.0,0.07,0.19,1.3,-15.0,-12.0,-0.041,-0.3,-0.0016,-0.0016,-0.0016,-0.0016,0.0,0.0,0.0,0.0,-0.0016,P
-300.0,-29.0,-0.29,-0.03,1.1,-15.0,5.0,-0.021,2.5,-0.0009,-0.0011,-0.0011,-0.0013,0.0001,0.0,0.0002,0.0,-0.0013,P
372.0,-26.0,0.47,-0.02,1.6,-14.0,11.0,0.01,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,P
79.0,2.0,-0.38,0.15,2.4,-14.0,-9.0,-0.018,0.2,-0.0009,-0.0011,-0.0011,-0.0012,0.0001,0.0,0.0001,0.0,-0.0012,P
-13.0,2.0,-0.07,0.1,1.6,-14.0,-3.0,0.015,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,N
-125.0,1.0,0.01,0.28,1.6,-14.0,-22.0,-0.002,-1.3,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,P
-330.0,-22.0,-0.5,0.1,0.5,-16.0,-2.0,-0.005,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,P
-305.0,-29.0,-0.57,0.06,-0.3,-16.0,7.0,-0.007,0.4,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,P
-68.0,-35.0,-0.22,-0.03,-1.1,-17.0,19.0,0.028,-1.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
207.0,-30.0,0.55,0.05,-0.6,-16.0,7.0,0.024,-0.2,-0.0007,-0.0006,-0.0006,-0.0005,-0.0002,0.0,-0.0001,0.0,-0.0005,P
54.0,-20.0,0.41,0.17,1.7,-14.0,-11.0,-0.02,0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,N
-149.0,-21.0,0.05,0.24,2.0,-14.0,-22.0,-0.03,0.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,P
27.0,-30.0,-0.31,-0.03,1.2,-15.0,12.0,0.009,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,P
222.0,-25.0,-0.04,0.02,0.8,-15.0,9.0,0.015,0.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,P
271.0,-18.0,0.08,0.08,0.9,-15.0,-2.0,0.003,0.7,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,P
-82.0,-7.0,0.07,0.17,1.5,-15.0,-11.0,-0.009,-0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,P
-234.0,-18.0,-0.26,0.12,1.2,-15.0,-4.0,-0.01,0.1,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,P
398.0,-5.0,0.27,0.05,0.5,-16.0,5.0,0.004,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,P
256.0,35.0,-0.11,0.12,1.2,-15.0,-4.0,-0.007,0.0,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,P
-127.0,41.0,-0.31,0.19,0.2,-16.0,-10.0,-0.003,0.0,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,P
-53.0,30.0,0.65,0.07,0.9,-15.0,3.0,0.016,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,P
-42.0,30.0,0.71,0.07,1.2,-15.0,3.0,0.014,-0.2,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,0.0,-0.0003,0.0,-0.0006,P
2.0,30.0,0.26,0.08,2.7,-13.0,-2.0,-0.026,-0.2,-0.0013,-0.0012,-0.0012,-0.0012,-0.0002,0.0,0.0,0.0,-0.0012,P
-67.0,29.0,-0.57,0.11,2.4,-14.0,-5.0,-0.036,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,P
69.0,26.0,-0.54,0.07,-0.7,-17.0,5.0,0.008,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,P
316.0,33.0,0.17,0.01,-1.3,-17.0,12.0,0.034,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,P
341.0,34.0,0.24,0.01,-1.3,-17.0,12.0,0.034,0.2,-0.0005,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004,P
391.0,37.0,0.36,0.03,-1.2,-17.0,12.0,0.028,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,-0.0001,0.0,-0.0005,N
354.0,49.0,0.69,0.19,-0.3,-16.0,-23.0,0.017,2.1,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0.0,0.0,0.0,-0.0006,N
62.0,55.0,0.75,0.26,1.0,-15.0,-21.0,-0.002,0.5,-0.001,-0.0008,-0.0008,-0.0008,-0.0002,0.0,0.0,0.0,-0.0008,N
-171.0,54.0,0.61,0.44,1.7,-14.0,-33.0,-0.026,-2.3,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,N
-239.0,53.0,0.57,0.4,1.8,-14.0,-35.0,-0.025,-1.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,N
-481.0,48.0,0.36,0.28,2.2,-14.0,-25.0,-0.029,1.5,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,P
-217.0,10.0,-0.39,-0.04,1.9,-14.0,12.0,-0.014,0.0,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,P
193.0,9.0,-0.71,-0.11,0.5,-16.0,19.0,0.0,0.8,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,P
234.0,10.0,-0.71,-0.09,0.3,-16.0,20.0,0.001,0.3,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001,P
414.0,20.0,-0.39,0.01,-0.8,-17.0,14.0,0.03,0.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
461.0,34.0,0.17,0.18,-1.0,-17.0,-11.0,0.03,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,N
300.0,44.0,0.5,0.28,-0.5,-16.0,-19.0,0.013,-0.5,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007,N
-114.0,47.0,0.42,0.3,0.6,-15.0,-23.0,-0.01,0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,N
-287.0,44.0,0.33,0.22,0.9,-15.0,-20.0,-0.019,1.5,-0.0014,-0.0013,-0.0013,-0.0012,-0.0003,0.0,-0.0002,0.0,-0.0012,P
-567.0,22.0,-0.52,0.17,0.5,-15.0,-8.0,-0.026,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,P
-582.0,20.0,-0.57,0.17,0.4,-16.0,-8.0,-0.025,0.0,-0.0013,-0.0014,-0.0014,-0.0014,0.0001,0.0,0.0,0.0,-0.0014,P
-623.0,14.0,-0.67,0.21,0.0,-16.0,-8.0,-0.008,-0.1,-0.0009,-0.001,-0.001,-0.0012,0.0001,0.0,0.0002,0.0,-0.0012,P
-685.0,-5.0,-0.46,0.11,-1.0,-17.0,3.0,0.015,0.2,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008,P
-581.0,-20.0,-0.1,0.04,-1.4,-17.0,13.0,0.028,-0.6,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,P
-218.0,-37.0,0.53,-0.05,-0.9,-17.0,16.0,0.023,0.2,-0.0007,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005,P
-100.0,-39.0,0.64,0.12,-0.4,-16.0,10.0,0.007,-2.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,-0.0002,0.0,-0.0008,P
-46.0,-40.0,0.52,0.12,0.6,-15.0,1.0,-0.021,-1.1,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,P
-223.0,-46.0,-0.32,0.16,0.9,-15.0,-9.0,-0.029,0.1,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,P
-238.0,-47.0,-0.37,0.16,0.9,-15.0,-8.0,-0.028,0.1,-0.0012,-0.0014,-0.0014,-0.0014,0.0002,0.0,0.0,0.0,-0.0014,P
-364.0,-55.0,-0.48,0.18,0.1,-16.0,-9.0,-0.002,0.3,-0.0009,-0.0009,-0.0009,-0.001,0.0,0.0,0.0001,0.0,-0.001,P
-380.0,-64.0,-0.32,0.01,-0.5,-16.0,11.0,0.017,1.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,P
-229.0,-70.0,-0.11,-0.13,-0.8,-17.0,22.0,0.018,2.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,P
262.0,-69.0,0.59,-0.05,-0.1,-16.0,16.0,0.023,0.0,-0.0007,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005,P
295.0,-68.0,0.64,-0.05,0.1,-16.0,16.0,0.022,0.0,-0.001,-0.0007,-0.0007,-0.0005,-0.0004,0.0,-0.0002,0.0,-0.0005,P
471.0,-59.0,0.48,-0.03,0.9,-15.0,12.0,-0.02,0.1,-0.0013,-0.0012,-0.0012,-0.0012,-0.0002,0.0,0.0,0.0,-0.0012,P
591.0,-48.0,0.12,0.01,1.3,-15.0,8.0,-0.034,-0.2,-0.0014,-0.0014,-0.0014,-0.0014,0.0,0.0,0.0,0.0,-0.0014,P
652.0,-38.0,-0.22,0.21,1.3,-15.0,-2.0,-0.035,-3.1,-0.0015,-0.0015,-0.0015,-0.0015,0.0,0.0,0.0,0.0,-0.0015,P
355.0,-11.0,-0.74,0.15,-0.6,-16.0,-9.0,0.012,1.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,N
341.0,-10.0,-0.72,0.16,-0.7,-17.0,-7.0,0.012,0.9,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,P
29.0,2.0,0.37,0.2,-1.6,-18.0,-8.0,0.03,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,P
-4.0,2.0,0.66,-0.01,-1.1,-17.0,7.0,0.027,2.8,-0.0007,-0.0005,-0.0005,-0.0005,-0.0003,0.0,-0.0001,0.0,-0.0005,P
42.0,3.0,0.74,0.12,-0.7,-17.0,4.0,0.003,-2.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,P
77.0,5.0,0.39,0.1,0.9,-15.0,0.0,-0.021,-0.2,-0.0013,-0.0012,-0.0012,-0.0012,-0.0002,0.0,0.0,0.0,-0.0012,P
39.0,7.0,-0.12,0.11,1.1,-15.0,-4.0,-0.029,0.3,-0.0009,-0.0011,-0.0011,-0.0014,0.0002,0.0,0.0003,0.0,-0.0014,P
15.0,8.0,0.18,0.1,1.2,-15.0,-1.0,0.009,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,P
-310.0,1.0,-0.05,0.19,1.8,-14.0,-13.0,-0.019,0.2,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,P
-539.0,-26.0,-0.49,0.1,0.7,-15.0,-4.0,0.003,0.8,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,P
-531.0,-35.0,-0.41,-0.08,0.2,-16.0,7.0,0.013,2.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,P
-481.0,-39.0,-0.36,-0.04,0.1,-16.0,15.0,0.013,1.0,-0.0005,-0.0006,-0.0006,-0.0008,0.0001,0.0,0.0002,0.0,-0.0008,P
4.0,24.0,-0.14,0.17,-0.7,-9.0,-11.0,0.007,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,N
-22.0,22.0,0.14,0.04,-0.7,-9.0,4.0,0.011,-0.9,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,N
-8.0,21.0,0.22,0.17,-0.5,-8.0,-1.0,0.01,-1.0,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,N
-311.0,15.0,0.07,0.21,0.0,-8.0,-14.0,-0.009,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,N
-457.0,7.0,-0.04,0.1,0.1,-8.0,-10.0,-0.009,0.7,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0.0,0.0,0.0,-0.0013,N
-505.0,2.0,-0.07,0.09,0.0,-8.0,-9.0,-0.006,0.0,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,N
-409.0,-17.0,-0.16,-0.04,-0.3,-8.0,9.0,-0.004,-0.9,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,N
-107.0,-27.0,-0.21,-0.14,-0.7,-9.0,16.0,-0.002,-0.7,-0.0012,-0.0012,-0.0012,-0.0012,0.0,0.0,0.0,0.0,-0.0012,N
184.0,-23.0,0.02,-0.02,-1.1,-9.0,5.0,0.007,-0.3,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,N
-105.0,-16.0,0.18,0.16,-0.7,-9.0,-11.0,0.002,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,N
-205.0,-19.0,0.19,-0.06,-0.5,-8.0,-3.0,-0.001,1.6,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,N
-198.0,-22.0,0.18,-0.13,-0.3,-8.0,3.0,-0.001,1.1,-0.0011,-0.001,-0.001,-0.001,-0.0003,0.0,0.0,0.0,-0.001,N
-16.0,-25.0,0.01,-0.08,-0.1,-8.0,9.0,-0.011,-0.3,-0.0013,-0.0013,-0.0013,-0.0013,0.0,0.0,0.0,0.0,-0.0013,N
2.0,-25.0,-0.02,-0.09,-0.1,-8.0,9.0,-0.011,-0.2,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0.0,0.0,0.0,-0.0013,N
17.0,-24.0,-0.12,0.07,-0.3,-8.0,-3.0,-0.003,-0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001,N
33.0,-23.0,-0.16,0.03,-0.7,-9.0,0.0,-0.002,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0001,0.0,-0.001,N
-31.0,-22.0,0.04,0.09,-0.9,-9.0,-5.0,0.009,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,N
14.0,-21.0,0.05,0.05,0.2,-8.0,-3.0,-0.005,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,N
9.0,-21.0,0.02,-0.19,0.2,-8.0,5.0,-0.002,2.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009,N
25.0,-21.0,0.02,-0.16,0.2,-8.0,9.0,-0.002,1.5,-0.0009,-0.0009,-0.0009,-0.0009,-0.0001,0.0,0.0,0.0,-0.0009,N
115.0,-16.0,0.03,0.03,0.3,-8.0,0.0,0.0,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,N
-37.0,-13.0,0.02,0.12,0.4,-8.0,-8.0,-0.002,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,N
402.0,-2.0,0.01,-0.09,0.4,-8.0,9.0,-0.002,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,N
421.0,16.0,-0.03,0.04,0.4,-8.0,-3.0,-0.002,0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,N
-170.0,28.0,-0.09,0.22,0.2,-8.0,-18.0,-0.002,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,N
-398.0,16.0,-0.1,0.14,0.0,-8.0,-8.0,-0.001,-0.7,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,N
-460.0,11.0,-0.1,-0.01,-0.2,-8.0,-7.0,0.0,1.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,N
-416.0,-13.0,-0.07,0.01,-0.4,-8.0,2.0,0.001,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,N
41.0,-25.0,-0.07,-0.22,-0.6,-9.0,19.0,0.0,0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,N
199.0,-23.0,-0.06,-0.04,-0.7,-9.0,18.0,0.004,-1.4,-0.0006,-0.0006,-0.0006,-0.0007,0.0,0.0,0.0001,0.0,-0.0007,N
318.0,-15.0,0.06,-0.04,-0.7,-9.0,4.0,0.005,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,N
308.0,-3.0,0.16,0.06,-0.4,-8.0,-3.0,0.004,0.1,-0.0011,-0.0009,-0.0009,-0.0007,-0.0002,0.0,-0.0004,0.0,-0.0007,N
206.0,5.0,-0.07,0.11,-0.4,-8.0,-9.0,-0.015,0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011,N
159.0,7.0,-0.15,0.12,-0.4,-8.0,-9.0,-0.012,-0.2,-0.0008,-0.0008,-0.0008,-0.0011,0.0001,0.0,0.0002,0.0,-0.0011,N
16.0,9.0,-0.07,0.15,-0.6,-9.0,-13.0,0.007,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,N
-79.0,9.0,0.02,-0.06,-0.6,-9.0,1.0,0.007,1.9,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006,N
-99.0,7.0,0.19,0.09,-0.5,-8.0,-8.0,0.013,-0.2,-0.0005,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004,N
-112.0,7.0,0.21,0.07,-0.5,-8.0,-7.0,0.012,0.3,-0.0007,-0.0005,-0.0005,-0.0004,-0.0003,0.0,-0.0002,0.0,-0.0004,N
-144.0,5.0,0.21,0.04,-0.4,-8.0,-5.0,-0.006,0.6,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,N
-145.0,2.0,0.13,-0.1,-0.1,-8.0,7.0,-0.008,1.2,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,N
182.0,2.0,0.19,-0.12,0.4,-8.0,12.0,0.003,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,N
261.0,10.0,0.22,-0.02,0.7,-7.0,-2.0,0.001,0.7,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0.0,0.0,0.0,-0.0006,N
-49.0,18.0,-0.2,0.13,0.9,-7.0,-12.0,-0.012,0.0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0.0,0.0,0.0,-0.0009,N
-195.0,12.0,-0.25,0.07,0.2,-8.0,-6.0,0.0,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,N
-89.0,4.0,-0.16,-0.06,-0.4,-8.0,6.0,0.004,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,N
-137.0,2.0,-0.12,0.16,-0.7,-9.0,-17.0,0.001,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,N
-218.0,1.0,-0.11,0.06,-0.7,-9.0,-12.0,0.004,0.9,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0001,0.0,-0.0006,N
-263.0,-4.0,-0.03,0.07,-0.8,-9.0,-4.0,0.012,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004,N
-134.0,-12.0,0.27,-0.07,-0.6,-8.0,13.0,0.014,-1.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,N
-25.0,-14.0,0.27,-0.01,0.2,-8.0,2.0,-0.006,0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,N
59.0,-14.0,0.19,-0.14,0.5,-7.0,15.0,-0.007,0.8,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0001,0.0,-0.0007,N
167.0,-12.0,0.2,-0.13,0.7,-7.0,12.0,0.003,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,N
266.0,-6.0,0.11,0.09,0.9,-7.0,-7.0,-0.014,-1.4,-0.0009,-0.0009,-0.0009,-0.0009,-0.0002,0.0,0.0,0.0,-0.0009,N
253.0,-6.0,0.08,0.04,1.0,-7.0,-7.0,-0.014,0.1,-0.001,-0.0009,-0.0009,-0.0009,-0.0001,0.0,-0.0002,0.0,-0.0009,N
235.0,-4.0,0.02,0.16,1.0,-7.0,-5.0,-0.018,0.0,-0.0009,-0.0009,-0.0009,-0.001,0.0,0.0,0.0001,0.0,-0.001,N
38.0,0.0,-0.15,0.24,0.9,-7.0,-24.0,-0.014,0.0,-0.0008,-0.0008,-0.0008,-0.0009,0.0001,0.0,0.0001,0.0,-0.0009,N
-175.0,-2.0,-0.22,0.13,0.7,-7.0,-12.0,-0.004,0.6,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,N
-270.0,-7.0,-0.23,-0.28,0.4,-8.0,7.0,0.001,4.9,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,N
53.0,-12.0,-0.05,-0.08,0.0,-8.0,10.0,0.006,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005,N
-196.0,-11.0,-0.01,0.21,-0.1,-8.0,-17.0,0.0,-0.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,N
136.0,-23.0,0.15,-0.04,0.7,-7.0,5.0,-0.001,-0.2,-0.0007,-0.0007,-0.0007,-0.0006,0.0,0.0,-0.0002,0.0,-0.0006,N
41.0,-16.0,-0.08,0.06,0.9,-7.0,-5.0,-0.006,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,N
173.0,-12.0,-0.2,-0.05,0.4,-8.0,7.0,-0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,N
224.0,-5.0,-0.16,0.01,0.1,-8.0,1.0,0.003,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,N
-190.0,3.0,-0.17,0.12,-0.7,-9.0,-10.0,-0.004,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007,N
-30.0,-13.0,0.23,-0.01,-0.5,-8.0,3.0,0.005,-0.1,-0.0006,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005,N
-35.0,-14.0,0.03,0.04,-0.2,-8.0,-2.0,-0.013,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,N
14.0,-14.0,-0.21,-0.02,-0.4,-8.0,3.0,-0.011,-0.1,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008,N
25.0,-14.0,-0.27,0.03,-0.8,-9.0,-4.0,-0.003,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,N
-47.0,-14.0,-0.24,0.08,-1.2,-9.0,-8.0,0.004,0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006,N
60.0,-15.0,-0.02,-0.02,-1.6,-9.0,6.0,0.007,-0.2,-0.0007,-0.0005,-0.0005,-0.0005,-0.0002,0.0,0.0,0.0,-0.0005,N
107.0,-13.0,-0.04,0.01,-1.6,-10.0,2.0,-0.005,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,N
111.0,-12.0,-0.05,0.01,-1.6,-10.0,2.0,-0.005,0.2,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008,N
143.0,-7.0,0.38,0.02,-1.3,-9.0,1.0,0.017,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,N
88.0,-3.0,0.59,0.07,-0.5,-8.0,-8.0,0.01,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003,N
51.0,-2.0,0.64,0.18,0.0,-8.0,-7.0,0.005,-0.7,-0.0006,-0.0005,-0.0005,-0.0004,-0.0002,0.0,-0.0002,0.0,-0.0004,N
-148.0,-3.0,0.47,0.14,0.8,-7.0,-12.0,-0.017,0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008,P
-103.0,-10.0,0.21,-0.05,1.5,-7.0,10.0,-0.013,-1.6,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007,N
