N,TREE,BR,TL,IN,INTERNODE_1,INTERNODE_2,INTERNODE_3,INTERNODE_4,INTERNODE_5,INTERNODE_6,INTERNODE_7,INTERNODE_8,INTERNODE_9,INTERNODE_10,INTERNODE_11,INTERNODE_12,INTERNODE_13,INTERNODE_14,INTERNODE_15,INTERNODE_16,INTERNODE_17,INTERNODE_18,INTERNODE_19,INTERNODE_20,INTERNODE_21,INTERNODE_22,INTERNODE_23,INTERNODE_24,INTERNODE_25,INTERNODE_26,INTERNODE_27,INTERNODE_28,INTERNODE_29,binaryClass
643.0,J10,F,63.0,15,0.3,1.3,3.0,6.2,7.4,8.2,6.6,4.7,5.0,5.3,4.2,4.3,2.9,2.4,0.8,,,,,,,,,,,,,,,N
644.0,J10,G,11.0,8,0.2,0.8,1.5,3.6,3.5,0.7,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,N
645.0,J10,H,38.0,8,0.5,1.8,4.9,10.0,8.6,6.5,4.1,1.8,,,,,,,,,,,,,,,,,,,,,,N
646.0,J10,H,7.0,6,0.3,0.6,1.8,2.7,1.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,N
647.0,J10,H,3.5,5,0.2,0.6,1.0,1.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,N
648.0,J10,H,29.0,7,0.3,1.2,4.6,9.5,7.3,4.3,2.0,,,,,,,,,,,,,,,,,,,,,,,N
649.0,J10,H,7.0,5,0.6,1.6,2.7,2.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,N
650.0,J10,H,43.0,15,0.5,1.4,6.2,9.6,8.1,5.0,2.1,1.1,1.3,2.0,1.9,1.5,1.2,0.8,0.2,,,,,,,,,,,,,,,N
651.0,J10,H,55.0,15,0.7,1.3,4.0,6.5,7.3,5.7,4.0,3.0,2.8,3.1,5.0,4.6,3.4,2.6,1.0,,,,,,,,,,,,,,,N
652.0,M20,A,24.0,6,1.5,5.1,8.3,5.8,2.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,N
653.0,M20,B,35.0,9,0.3,1.7,5.3,7.3,7.2,5.8,4.6,2.8,0.3,,,,,,,,,,,,,,,,,,,,,N
654.0,M20,B,23.5,7,1.2,3.5,6.6,6.1,4.2,1.7,0.2,,,,,,,,,,,,,,,,,,,,,,,N
655.0,M20,C,56.0,9,1.2,4.3,10.5,12.6,9.7,8.7,5.2,3.1,0.6,,,,,,,,,,,,,,,,,,,,,N
656.0,M20,D,31.0,7,1.2,3.1,7.4,9.1,6.2,3.1,0.6,,,,,,,,,,,,,,,,,,,,,,,N
657.0,M20,E,45.0,9,2.1,6.6,10.7,7.6,6.0,4.7,4.1,2.5,0.6,,,,,,,,,,,,,,,,,,,,,N
658.0,M20,F,13.0,5,1.0,3.5,6.2,1.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,N
659.0,M20,F,6.0,4,0.8,2.7,2.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
660.0,M20,F,41.0,7,1.2,4.9,9.2,11.8,9.1,4.1,0.7,,,,,,,,,,,,,,,,,,,,,,,N
661.0,M20,G,12.0,3,3.2,6.8,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,N
662.0,M20,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
663.0,M20,G,1.0,3,0.2,0.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,N
664.0,M20,G,46.0,7,3.8,11.0,12.1,9.4,5.3,3.6,0.8,,,,,,,,,,,,,,,,,,,,,,,N
665.0,J17,A,79.0,19,0.7,1.8,4.8,8.0,6.8,7.3,7.4,6.5,3.6,2.1,2.2,5.0,5.3,6.3,4.3,2.8,2.4,1.5,0.3,,,,,,,,,,,N
666.0,J17,B,65.0,10,2.9,8.1,14.0,11.6,8.7,7.2,4.2,3.7,2.8,1.6,,,,,,,,,,,,,,,,,,,,N
667.0,J17,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
668.0,J17,C,55.0,11,0.9,2.8,7.2,10.3,9.3,8.1,7.3,4.7,3.1,1.4,0.2,,,,,,,,,,,,,,,,,,,N
669.0,J17,C,139.0,22,1.1,2.4,7.5,11.5,10.2,11.3,10.1,7.1,6.3,7.1,7.0,7.0,6.8,7.4,7.2,6.3,6.1,5.6,4.6,3.3,2.1,0.6,,,,,,,,N
670.0,J17,D,1.0,3,0.5,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,N
671.0,J17,D,3.0,4,0.3,0.8,1.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,N
672.0,J17,D,8.0,5,0.4,1.3,2.8,2.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,,N
673.0,J17,D,1.0,3,0.2,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
674.0,J17,D,65.0,12,0.4,2.1,6.8,10.0,9.3,8.3,6.5,5.6,6.0,4.7,3.3,1.8,,,,,,,,,,,,,,,,,,N
675.0,J17,E,89.0,14,1.4,4.9,12.2,12.5,8.5,7.8,7.1,6.9,7.5,6.3,5.4,4.1,3.0,1.1,,,,,,,,,,,,,,,,N
676.0,J17,F,1.0,3,0.3,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
677.0,J17,F,2.0,3,0.7,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,N
678.0,J17,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
679.0,J17,F,12.0,5,0.9,2.2,3.9,3.7,1.1,,,,,,,,,,,,,,,,,,,,,,,,,N
680.0,J17,F,11.0,5,1.4,3.2,3.6,2.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,N
681.0,J17,F,11.0,5,0.5,2.1,4.1,3.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,N
682.0,J17,F,1.5,2,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
683.0,J17,F,18.0,6,1.0,2.6,5.2,4.6,2.8,1.4,,,,,,,,,,,,,,,,,,,,,,,,N
684.0,J17,F,5.0,4,0.8,1.1,2.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,N
685.0,J17,F,4.0,4,0.7,1.6,1.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,N
686.0,J17,F,17.0,6,0.6,2.0,5.6,6.1,2.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,N
687.0,J17,F,3.0,3,1.2,1.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,N
688.0,J17,F,154.5,23,1.8,4.3,10.5,13.0,10.5,11.5,8.0,8.0,7.5,9.0,8.2,9.0,8.6,7.1,7.0,6.7,6.2,5.1,4.8,3.8,2.3,1.1,0.5,,,,,,,N
689.0,D10,A,2.0,5,0.3,0.5,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
690.0,D10,A,1.0,4,0.2,0.4,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
691.0,D10,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
692.0,D10,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
693.0,D10,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
694.0,D10,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
695.0,D10,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
696.0,D10,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
697.0,D10,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
698.0,D10,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
699.0,D10,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
700.0,D10,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
701.0,D10,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
702.0,D10,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
703.0,D10,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
704.0,D10,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
705.0,D10,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
706.0,D10,A,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
707.0,D10,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
708.0,D10,E,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
709.0,D10,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
710.0,D10,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
711.0,D10,F,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
712.0,D10,G,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
713.0,D10,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
714.0,D10,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
715.0,D10,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
716.0,D10,C,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
717.0,D10,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
718.0,D10,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
719.0,D10,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
720.0,D10,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
721.0,D10,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
722.0,D10,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
723.0,D10,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
724.0,D10,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
725.0,D10,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
726.0,D10,A,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
727.0,D10,F,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
728.0,D10,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
729.0,D10,E,1.0,4,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
730.0,D10,E,1.0,3,0.3,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
731.0,D10,F,1.0,3,0.2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
732.0,D10,E,1.0,4,0.2,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
733.0,D10,F,1.0,3,0.2,0.2,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
734.0,D10,F,1.0,3,0.3,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
735.0,D10,A,1.5,5,0.2,0.5,0.4,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
736.0,D10,E,1.0,4,0.2,0.4,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
737.0,D10,B,2.0,6,0.2,0.5,0.6,0.5,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
738.0,D10,B,35.0,14,0.3,0.6,1.5,1.6,1.2,2.7,2.8,3.6,3.8,4.2,5.2,4.1,2.9,0.4,,,,,,,,,,,,,,,,P
739.0,D10,B,48.5,15,0.2,0.6,0.9,1.8,2.6,4.8,6.6,4.7,3.6,4.2,5.4,6.1,4.7,1.9,0.4,,,,,,,,,,,,,,,P
740.0,D10,D,1.0,3,0.3,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
741.0,D10,D,1.0,4,0.3,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
742.0,D10,D,1.0,3,0.2,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
743.0,D10,E,1.0,4,0.2,0.4,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
744.0,D10,G,1.0,3,0.3,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
745.0,D10,G,1.0,3,0.2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
746.0,D10,F,1.5,5,0.3,0.4,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
747.0,D10,F,7.0,10,0.2,0.5,0.4,0.6,0.7,0.7,0.5,1.2,1.5,0.3,,,,,,,,,,,,,,,,,,,,P
748.0,D10,F,1.0,4,0.2,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
749.0,D10,G,2.0,5,0.3,0.5,0.5,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,P
750.0,D10,F,2.0,6,0.2,0.5,0.3,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
751.0,D10,F,54.0,16,0.3,0.5,0.6,0.7,1.3,1.5,1.8,4.2,5.3,6.8,7.8,7.9,6.3,5.2,3.2,0.7,,,,,,,,,,,,,,P
752.0,D10,G,3.0,6,0.3,0.5,0.7,0.8,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
753.0,D10,G,2.0,4,0.2,0.5,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,P
754.0,D10,G,1.0,4,0.2,0.5,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
755.0,D10,G,2.0,5,0.2,0.5,0.6,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,P
756.0,D10,G,2.0,4,0.5,0.5,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
757.0,D10,G,1.0,4,0.2,0.3,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
758.0,D10,G,8.0,9,0.3,0.8,1.0,1.0,0.8,1.3,1.4,0.7,0.4,,,,,,,,,,,,,,,,,,,,,P
759.0,D10,G,2.0,5,0.3,0.3,0.3,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,P
760.0,D10,G,1.0,4,0.2,0.3,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,P
761.0,D10,G,2.0,6,0.2,0.5,0.5,0.6,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
762.0,D10,A,1.0,3,0.3,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
763.0,D10,F,2.5,6,0.3,0.5,0.7,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
764.0,D10,A,2.0,5,0.3,0.5,0.4,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
765.0,D10,H,82.0,20,1.0,2.5,7.2,10.5,6.5,6.2,4.5,2.6,1.6,1.6,2.2,2.3,6.7,7.0,5.8,4.5,4.2,3.2,1.4,0.3,,,,,,,,,,P
766.0,J15,A,108.0,17,1.0,3.6,6.7,9.2,12.1,10.8,7.7,6.5,6.2,9.3,9.2,8.2,6.6,5.4,3.2,2.0,0.5,,,,,,,,,,,,,P
767.0,J15,B,1.0,4,0.2,0.5,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
768.0,J15,B,2.0,4,0.3,1.0,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
769.0,J15,B,1.0,3,0.3,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
770.0,J15,B,1.0,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
771.0,J15,B,1.0,2,0.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
772.0,J15,B,1.0,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
773.0,J15,C,1.0,3,0.2,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
774.0,J15,C,1.0,3,0.2,0.6,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
775.0,J15,C,1.0,3,0.2,0.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,P
776.0,J15,C,1.0,3,0.2,0.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
777.0,J15,C,1.0,3,0.3,0.7,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,P
778.0,J15,C,1.0,3,0.4,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
779.0,J15,C,2.0,4,0.2,0.5,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
780.0,J15,C,1.0,3,0.2,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,P
781.0,J15,D,1.0,3,0.2,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,P
782.0,J15,C,2.5,5,0.4,0.4,0.7,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
783.0,J15,C,1.0,4,0.2,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
784.0,J15,D,1.5,3,0.2,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,P
785.0,J15,D,4.0,5,0.4,1.7,1.2,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
786.0,J15,D,4.0,5,0.5,1.3,1.2,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
787.0,J15,D,1.0,3,0.3,0.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,P
788.0,J15,D,2.0,4,0.2,0.8,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
789.0,J15,D,3.0,4,0.5,1.1,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
790.0,J15,D,8.0,6,0.3,1.6,2.2,1.5,1.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,P
791.0,J15,B,1.0,3,0.3,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
792.0,J15,B,1.0,3,0.2,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,P
793.0,J15,D,6.0,7,0.3,0.9,1.0,1.2,1.0,1.2,0.2,,,,,,,,,,,,,,,,,,,,,,,P
794.0,J15,D,5.0,6,0.3,1.4,1.2,1.2,0.9,0.4,,,,,,,,,,,,,,,,,,,,,,,,P
795.0,J15,D,12.0,9,0.6,2.1,2.0,1.6,1.5,2.0,1.3,0.5,0.2,,,,,,,,,,,,,,,,,,,,,P
796.0,J15,E,7.0,6,0.3,1.6,2.2,1.7,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
797.0,J15,E,2.0,4,0.2,0.7,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
798.0,J15,E,5.0,6,0.2,1.2,1.6,1.1,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
799.0,J15,E,2.0,4,0.2,0.8,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
800.0,J15,E,6.0,6,0.6,1.7,1.4,1.1,0.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,P
801.0,J15,E,6.0,6,0.3,1.3,1.5,1.2,1.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,P
802.0,J15,E,2.0,4,0.2,0.8,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,P
803.0,J15,E,1.0,3,0.3,0.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,P
804.0,J15,E,2.0,4,0.2,1.0,0.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
805.0,J15,E,1.5,4,0.2,0.5,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
806.0,J15,E,2.0,4,0.3,0.8,0.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,P
807.0,J15,E,2.0,5,0.2,0.7,0.7,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
808.0,J15,E,3.0,5,0.3,1.0,1.0,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
809.0,J15,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
810.0,J15,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
811.0,J15,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
812.0,J15,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
813.0,J15,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
814.0,J15,C,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
815.0,J15,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
816.0,J15,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
817.0,M25,A,40.0,19,0.5,1.5,1.5,1.3,1.1,1.2,1.6,2.1,2.6,3.7,4.8,5.0,3.8,3.2,2.9,1.9,0.8,0.3,0.2,,,,,,,,,,,P
818.0,M25,B,1.0,3,0.4,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,P
819.0,M25,B,1.0,4,0.3,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
820.0,M25,C,3.0,4,0.5,1.2,0.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,P
821.0,M25,C,51.0,16,0.7,2.5,3.3,4.8,4.4,5.3,4.8,3.8,4.6,6.2,3.7,2.6,2.5,1.3,0.3,0.2,,,,,,,,,,,,,,P
822.0,M25,D,2.0,3,0.5,1.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,P
823.0,M25,D,3.0,6,0.2,0.8,0.6,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
824.0,M25,D,143.0,22,0.6,1.3,2.7,4.9,6.7,7.8,8.6,11.0,11.6,12.5,11.7,11.3,7.4,6.3,4.7,4.3,6.5,7.0,5.6,5.1,3.5,2.0,,,,,,,,P
825.0,M25,E,40.0,13,0.3,0.6,2.1,3.1,5.1,5.1,6.1,6.3,4.3,2.4,1.8,1.9,0.5,,,,,,,,,,,,,,,,,P
826.0,M25,E,2.0,5,0.2,0.5,0.6,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
827.0,M25,E,5.0,7,0.5,0.8,0.9,1.0,0.9,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,P
828.0,M25,E,2.0,5,0.2,0.5,0.6,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
829.0,M25,E,3.0,5,0.5,0.8,0.8,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
830.0,M25,E,24.0,11,0.6,1.2,1.8,2.5,2.6,3.1,4.0,3.5,2.1,1.7,0.6,,,,,,,,,,,,,,,,,,,P
831.0,M25,F,14.0,12,0.2,0.5,1.6,1.7,1.3,1.3,1.5,1.7,1.7,1.0,1.1,0.5,,,,,,,,,,,,,,,,,,P
832.0,M25,F,4.0,6,0.5,1.2,1.0,0.8,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
833.0,M25,F,4.0,7,0.2,1.0,1.1,0.8,0.6,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,P
834.0,M25,G,2.0,6,0.2,0.5,0.4,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,P
835.0,M25,G,6.0,10,0.2,0.7,0.7,0.8,0.9,0.8,0.8,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,,P
836.0,M25,G,2.0,7,0.2,0.5,0.5,0.4,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,P
837.0,M25,G,1.0,4,0.4,0.4,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,P
838.0,M25,G,2.0,7,0.2,0.4,0.5,0.4,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,P
839.0,M25,G,2.0,5,0.3,0.5,0.5,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,P
840.0,M25,G,2.0,7,0.2,0.5,0.7,0.3,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,P
841.0,M25,G,4.0,8,0.3,0.8,0.9,0.5,0.5,0.3,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,P
842.0,M25,G,15.0,13,0.2,0.8,0.7,0.8,1.8,1.7,1.8,2.1,1.7,1.6,1.0,0.7,0.2,,,,,,,,,,,,,,,,,P
843.0,M25,G,42.0,18,0.5,0.6,1.5,2.0,1.8,2.0,2.3,2.5,2.5,4.1,3.7,4.7,3.9,2.5,2.8,2.6,1.9,0.5,,,,,,,,,,,,P
844.0,M25,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
845.0,M25,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
846.0,M25,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
847.0,M25,B,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
848.0,M25,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
849.0,M25,D,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
850.0,M25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
851.0,M25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
852.0,M25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
853.0,M25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
854.0,M25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
855.0,M25,E,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
856.0,M25,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
857.0,M25,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
858.0,M25,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
859.0,M25,G,1.0,3,0.3,0.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,P
860.0,M25,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
861.0,M25,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
862.0,M25,B,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
863.0,M25,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
864.0,M25,D,1.0,2,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,P
