Actual Time,Age,Community Building,Community Membership_Family,Community Membership_Hobbies,Community Membership_None,Community Membership_Other,Community Membership_Political,Community Membership_Professional,Community Membership_Religious,Community Membership_Support,Country,Disability_Cognitive,Disability_Hearing,Disability_Motor,Disability_Not Impaired,Disability_Not Say,Disability_Vision,Education Attainment,Falsification of Information,Gender,Household Income,How You Heard About Survey_Banner,How You Heard About Survey_Friend,How You Heard About Survey_Mailing List,How You Heard About Survey_Others,How You Heard About Survey_Printed Media,How You Heard About Survey_Remebered,How You Heard About Survey_Search Engine,How You Heard About Survey_Usenet News,How You Heard About Survey_WWW Page,Major Geographical Location,Major Occupation,Marital Status,Most Import Issue Facing the Internet,Opinions on Censorship,Primary Computing Platform,Primary Language,Primary Place of WWW Access,Race,Not Purchasing_Bad experience,Not Purchasing_Bad press,Not Purchasing_Cant find,Not Purchasing_Company policy,Not Purchasing_Easier locally,Not Purchasing_Enough info,Not Purchasing_Judge quality,Not Purchasing_Never tried,Not Purchasing_No credit,Not Purchasing_Not applicable,Not Purchasing_Not option,Not Purchasing_Other,Not Purchasing_Prefer people,Not Purchasing_Privacy,Not Purchasing_Receipt,Not Purchasing_Security,Not Purchasing_Too complicated,Not Purchasing_Uncomfortable,Not Purchasing_Unfamiliar vendor,Registered to Vote,Sexual Preference,Web Ordering,Web Page Creation,Who Pays for Access_Don't Know,Who Pays for Access_Other,Who Pays for Access_Parents,Who Pays for Access_School,Who Pays for Access_Self,target
Health Care Worker,32.0,More,0,1,0,0,0,0,0,0,Ohio,0,0,0,1,0,0,Special,Never,Female,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Privacy,4,nan,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Manager,24.0,More,0,1,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,Some College,Under 25,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Management,Single,Censorship,1,nan,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
CEO,56.0,More,1,0,0,0,0,1,0,0,Florida,0,0,0,1,0,0,College,Under 25,Female,Over $100,0,0,0,1,0,0,0,0,0,USA,Management,Married,Navigation,4,Win95,English,Primarily work,White,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Administrator/Secretary,37.0,Dont Know,0,0,1,0,0,0,0,0,Illinois,0,0,0,1,0,0,High School,Never,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Other,Married,Other,1,Win95,English,Primarily home,White,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,Yes,Heterosexual,No,Yes,0,0,0,0,1,1
Engineer,29.0,Equally,1,1,0,0,0,0,0,0,Virginia,0,0,0,1,0,0,College,Never,Male,Over $100,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,2,Win95,English,Primarily home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Marketing Professional,33.0,Equally,0,0,1,0,0,0,0,0,Virginia,0,0,0,1,0,0,College,Never,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,4,Macintosh,English,Work,White,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Other,,Less,0,0,1,0,0,0,0,0,Germany,0,0,0,1,0,0,Masters,Over 75,Male,Not Say,0,0,1,0,0,0,0,0,0,Europe,Other,Not Say,Navigation,1,Macintosh,German,Primarily work,White,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,Not Say,Not say,Yes,Yes,0,0,0,0,1,1
College Student,23.0,More,0,0,0,0,0,1,0,0,Illinois,0,0,0,1,0,0,Masters,Never,Female,$20-29,0,0,0,1,0,0,0,0,0,USA,Education,Single,Privacy,2,Win95,English,Primarily home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0
College Student,24.0,More,0,0,1,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,Some College,Never,Male,Not Say,0,0,0,0,0,0,0,1,0,USA,Education,Other,Censorship,1,Win95,English,School,White,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0
Other,33.0,Less,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,College,Under 25,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Computer,Divorced,Censorship,2,Macintosh,English,Primarily work,White,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
Other,,More,0,0,0,1,0,0,0,0,Ohio,0,0,0,1,0,0,High School,Never,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Management,Single,Dont Know,3,nan,English,Home,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Bisexual,No,No,0,0,0,0,1,0
Other,45.0,Equally,1,0,0,1,0,1,0,0,Georgia,0,0,0,1,0,0,Some College,Not Say,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Professional,Separated,Privacy,1,Win95,English,Primarily home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,Dont know,0,0,0,0,1,0
Technician,30.0,Dont Know,0,1,0,0,0,0,0,0,Georgia,0,0,0,1,0,0,High School,Under 25,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Professional,Single,Navigation,1,nan,Korean,Primarily home,Asian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,No,Don't know,0,0,0,0,1,0
Other,48.0,Dont Know,0,0,1,0,0,0,0,0,North Carolina,0,0,0,1,0,0,College,Never,Male,$40-49,0,0,0,0,0,0,0,1,1,USA,Other,Divorced,Censorship,1,nan,English,Home,White,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
K-12 Educator,56.0,Equally,0,0,1,0,0,0,0,0,Philippines,0,0,0,1,0,0,Masters,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,Asia,Education,Single,Censorship,1,Windows,English,Work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1
Other,,Dont Know,0,0,0,1,0,0,0,0,California,0,0,0,1,0,0,Some College,Not Say,Female,Not Say,0,0,0,1,0,0,0,0,0,USA,Other,Single,Don't Know,3,nan,English,Home,Black,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Other,22.0,Dont Know,0,0,0,0,0,0,0,1,Hawaii,0,0,0,1,0,0,Some College,Never,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Other,Single,Censorship,1,nan,English,Home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Gay male,Yes,No,0,0,0,0,1,0
Retired,53.0,Dont Know,0,0,1,0,0,0,0,0,California,0,0,0,1,0,0,College,Never,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Separated,Privacy,2,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Bisexual,Yes,No,0,0,0,0,1,0
College Student,,More,1,0,0,0,0,0,0,0,Missouri,0,0,0,1,0,0,Some College,Never,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Education,Single,Taxes,1,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Administrator/Secretary,39.0,More,0,1,0,1,0,0,0,1,California,0,0,0,1,0,0,College,Under 25,Male,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Single,Censorship,3,Macintosh,English,Primarily home,White,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Yes,Gay male,Yes,Yes,0,0,0,0,1,0
Other,59.0,More,1,1,0,1,1,1,0,1,Vermont,0,0,0,1,0,0,Some College,Under 25,Female,$20-29,0,0,0,0,0,1,0,0,0,USA,Computer,Other,Censorship,1,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Lesbian,Yes,Yes,0,0,0,0,1,0
Looking,38.0,More,0,1,0,1,0,0,0,0,Massachusetts,0,0,0,1,0,0,High School,Never,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Single,Privacy,1,nan,English,Home,White,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,Yes,Heterosexual,No,Yes,0,0,0,0,1,0
Vice President,46.0,More,0,0,0,0,0,1,0,0,Georgia,0,0,0,1,0,0,College,Never,Male,Over $100,0,0,0,0,0,0,0,0,1,USA,Management,Married,Censorship,4,Win95,English,Work,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,0,1
College Student,18.0,Equally,0,1,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,Some College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,4,Win95,English,School,White,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,1,0,0,0
Other,30.0,More,0,1,0,0,0,0,0,0,Maryland,0,0,0,1,0,0,Some College,Never,Male,$20-29,0,0,0,1,0,0,0,0,0,USA,Professional,Single,Censorship,1,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,0
K-12 Student,,More,0,1,0,0,0,0,0,0,Virginia,0,0,0,1,0,0,High School,26-50,Female,$50-74,0,0,0,0,0,0,0,0,1,USA,Education,Single,Censorship,1,Win95,English,Primarily home,White,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,No,Heterosexual,No,Yes,0,0,1,0,0,0
College Student,21.0,Equally,0,0,1,0,0,0,0,0,Ontario,0,0,0,1,0,0,Some College,Under 25,Male,$20-29,0,0,0,0,0,0,0,0,1,Canada,Education,Single,Other,2,Win95,English,Home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,1,1,0
Other,29.0,Equally,0,1,0,0,0,0,0,0,New York,0,0,0,1,0,0,College,Under 25,Female,$75-99,0,0,0,0,1,0,0,0,0,USA,Computer,Single,Censorship,1,Macintosh,English,Work,White,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Programmer,27.0,Equally,0,0,0,0,0,1,0,0,Texas,0,0,0,1,0,0,College,Under 25,Male,$40-49,0,0,0,0,1,0,0,0,1,USA,Computer,Married,Navigation,4,Win95,English,Primarily work,White,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Other,33.0,More,0,0,0,0,0,1,0,0,Other,0,0,0,1,0,0,Special,Under 25,Female,Not Say,0,1,0,0,0,0,0,0,0,Europe,Computer,Single,Privacy,1,NT,Serbian,Primarily work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Not Say,Not say,Dont know,Yes,0,0,0,0,1,1
Attorney/Judge,29.0,Equally,0,1,0,0,0,1,0,0,Wyoming,0,0,0,1,0,0,Professional,Under 25,Male,$50-74,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,4,Windows,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1
Other,,Dont Know,0,0,0,0,0,1,0,0,Ontario,0,0,0,1,0,0,Masters,Never,Male,Over $100,0,0,0,0,0,0,0,1,0,Canada,Professional,Married,Censorship,4,Windows,English,Primarily work,White,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Not Applicable,Not say,No,Yes,0,0,0,0,0,1
K-12 Educator,28.0,More,1,0,0,0,0,1,0,1,Kentucky,0,0,0,1,0,0,College,nan,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Education,Married,Privacy,1,Win95,English,Primarily home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Other,38.0,More,0,1,0,0,0,1,0,0,Tennessee,0,0,0,1,0,0,Masters,Never,Male,$50-74,0,0,1,0,0,0,0,0,0,USA,Education,Other,Privacy,1,Macintosh,English,Primarily work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,0,1
Homemaker,42.0,Equally,1,1,0,0,0,0,0,1,California,0,0,1,0,0,1,High School,Never,Female,$20-29,1,0,0,1,1,0,0,0,1,USA,Other,Married,Censorship,1,nan,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Dont know,Yes,0,1,0,0,0,0
Artist/Musician,27.0,More,0,1,0,0,1,0,0,1,Kentucky,0,0,0,1,0,0,Some College,26-50,Male,$30-39,0,0,0,0,0,0,0,0,1,USA,Professional,Divorced,Taxes,1,Win95,English,Primarily home,White,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,Yes,0,0,0,0,1,1
Retired,75.0,Dont Know,1,0,0,0,0,0,0,0,Oregon,0,1,1,0,0,0,Other,Never,Female,$10-19,1,0,0,0,0,0,0,0,0,USA,Other,Married,Navigation,1,nan,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,Yes,Heterosexual,No,No,0,0,0,0,1,0
K-12 Student,39.0,Dont Know,0,0,1,0,0,0,0,0,Colorado,0,0,0,1,0,0,High School,nan,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Education,Single,Don't Know,1,Win95,English,School,Hispanic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Gay male,No,Yes,0,0,0,1,0,0
Other,50.0,More,0,0,0,0,0,1,0,1,Nevada,0,0,0,1,0,0,Some College,Never,Male,Not Say,0,0,0,0,0,0,1,0,0,USA,Professional,Married,Encryption,1,Windows,English,Work,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,1,0,0,0,0
College Student,23.0,More,0,1,0,0,0,0,1,0,New York,0,0,0,0,0,1,College,Over 75,Male,Over $100,0,0,0,1,0,0,0,0,0,USA,Education,Single,Navigation,1,Win95,English,Primarily home,White,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,1,0,0
Technician,41.0,Dont Know,0,0,1,0,0,0,0,0,Quebec,0,0,0,1,0,0,College,Never,Male,$50-74,0,0,0,0,0,0,0,0,1,Canada,Professional,Divorced,Censorship,2,Macintosh,French,Other,White,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,1,0,0,0,0
Programmer,22.0,Equally,0,1,0,0,0,0,0,0,New Jersey,0,0,0,1,0,0,College,26-50,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Privacy,1,NT,English,Primarily work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Other,38.0,Dont Know,0,1,0,0,0,0,0,0,South Korea,0,0,0,1,0,0,Some College,Under 25,Male,$30-39,0,0,0,0,0,0,1,0,0,Asia,Management,Married,Censorship,1,Win95,French,Primarily home,White,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Mircocomputer,23.0,More,0,0,0,0,0,1,0,0,South Africa,0,0,0,1,0,0,High School,26-50,Male,$20-29,0,0,0,0,0,0,0,0,1,Africa,Computer,Single,Navigation,4,OS2,English,Distributed,White,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,0,1
College Student,37.0,Dont Know,0,0,1,0,0,0,0,0,British Columbia,0,0,0,1,0,0,College,Never,Male,Under $10,0,0,0,0,0,0,0,0,1,Canada,Education,Single,Navigation,4,Win95,English,Primarily home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
College Student,19.0,Equally,0,0,1,0,0,0,0,0,Ontario,0,0,0,1,0,0,Some College,Under 25,Male,Under $10,0,0,0,0,0,0,0,0,1,Canada,Education,Single,Censorship,1,Win95,English,Primarily home,White,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,No,Heterosexual,No,Yes,0,0,1,1,1,0
College Student,22.0,More,1,0,0,0,1,0,1,1,New Hampshire,0,0,0,0,0,1,Some College,Never,Female,Not Say,0,0,0,0,0,0,0,0,1,USA,Education,Other,Dont Know,1,Windows,English,School,White,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,1,0,0
Engineer,64.0,Equally,0,0,1,0,0,0,0,0,New York,0,0,0,1,0,0,Doctoral,Under 25,Male,Not Say,1,0,0,0,0,0,0,0,0,USA,Professional,Married,Navigation,1,Macintosh,English,Primarily work,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,1
College Student,27.0,Dont Know,0,0,1,0,0,0,0,0,Massachusetts,0,0,0,1,0,0,College,Never,Male,Not Say,0,0,0,0,0,0,1,0,0,USA,Education,Single,Censorship,1,Win95,English,Primarily home,White,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes,Heterosexual,Yes,No,0,0,0,1,0,0
Other,50.0,Equally,0,0,1,0,0,0,0,0,Michigan,0,0,0,1,0,0,College,Under 25,Male,$30-39,0,0,0,1,0,0,0,0,0,USA,Computer,Single,Other,1,Win95,English,Primarily home,White,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Manager,39.0,Dont Know,0,0,0,1,0,0,0,0,Florida,0,0,0,1,0,0,Some College,nan,Male,$20-29,0,0,0,0,0,0,0,0,1,USA,Management,Single,Privacy,1,Win95,English,Primarily home,White,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,Yes,Heterosexual,No,Yes,0,0,0,0,1,0
College Educator,41.0,More,0,0,0,0,0,1,0,0,Louisiana,0,0,0,1,0,0,Doctoral,Never,Male,$50-74,0,0,0,0,0,0,1,0,0,USA,Education,Married,Navigation,1,Win95,English,Primarily work,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Manager,28.0,Equally,0,1,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,Some College,Never,Male,$20-29,0,1,0,0,0,0,0,0,0,USA,Management,Married,Privacy,4,nan,English,Home,White,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,0,1,0
Civil Servant,47.0,Dont Know,0,0,1,0,0,0,0,0,Ohio,0,0,0,1,0,0,Special,Never,Male,$30-39,1,0,0,0,0,0,0,0,0,USA,Other,Divorced,Censorship,1,nan,English,Home,White,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Other,46.0,Equally,0,0,0,0,0,1,0,1,New Hampshire,0,0,0,1,0,0,Masters,Under 25,Male,$10-19,0,0,0,1,0,0,0,0,0,USA,Computer,Single,Censorship,1,Macintosh,English,Primarily home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Gay male,Yes,Yes,0,0,0,0,0,1
Other,49.0,More,1,0,0,0,0,0,0,0,New Hampshire,0,0,0,1,0,0,Some College,nan,Female,$75-99,0,0,0,0,0,0,0,0,1,USA,Management,Married,Censorship,1,nan,English,Primarily home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Administrator/Secretary,36.0,More,1,1,0,0,1,0,1,1,Israel,0,0,0,1,0,0,College,Under 25,Female,$20-29,0,0,0,0,0,0,0,0,1,Middle East,Other,Married,Privacy,1,Win95,English,Home,White,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Nurse,47.0,Equally,0,0,0,0,0,1,0,0,Florida,0,0,0,1,0,0,Some College,Never,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,1,nan,English,Home,White,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
College Student,19.0,Equally,0,0,0,1,0,0,0,0,United Kingdom,0,0,0,1,0,0,Grammar,Never,Male,$10-19,0,0,0,0,0,0,0,0,1,Europe,Education,Single,Censorship,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,1,0,0,0,0
Mircocomputer,31.0,Equally,1,0,0,0,0,1,0,0,Georgia,0,0,0,1,0,0,Masters,Never,Female,$30-39,0,0,0,0,0,1,0,0,0,USA,Computer,Divorced,Censorship,4,Win95,English,Primarily work,White,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,Yes,0,0,0,0,1,1
Other,17.0,Equally,0,1,0,0,0,0,0,0,Pennsylvania,0,0,0,1,0,0,High School,Under 25,Female,$10-19,0,0,0,0,0,0,0,0,1,USA,Computer,Single,Taxes,4,Macintosh,English,School,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Not Applicable,Heterosexual,No,No,0,0,0,1,0,0
Programmer,50.0,Dont Know,0,0,1,0,0,0,0,0,Virginia,0,0,0,1,0,0,College,Never,Male,Not Say,0,0,0,1,0,0,0,1,0,USA,Computer,Married,Censorship,1,OS2,English,Primarily work,White,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,1
College Student,21.0,Dont Know,1,1,0,0,0,1,0,0,Pennsylvania,0,0,0,1,0,0,Some College,Over 75,Male,Under $10,0,0,0,0,0,0,0,0,1,USA,Education,Single,Privacy,1,Macintosh,English,School,White,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,1,0,0
Retired,,Equally,0,1,0,1,0,0,0,1,Arizona,0,0,1,0,0,0,Some College,Never,Male,$10-19,0,0,0,0,0,0,0,0,1,USA,Other,Divorced,Navigation,2,nan,English,Home,White,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,Yes,Heterosexual,No,No,0,0,0,0,1,0
Homemaker,45.0,Less,1,0,0,1,0,0,0,0,Washington,0,0,0,1,0,0,Special,nan,Female,$40-49,0,0,0,0,0,0,0,0,1,USA,Other,Married,Taxes,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
Attorney/Judge,26.0,Dont Know,1,0,0,0,0,1,0,0,Oregon,0,0,0,1,0,0,Professional,Never,Male,$75-99,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Navigation,1,Macintosh,English,Primarily work,White,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,Yes,Heterosexual,No,No,0,0,0,0,1,1
Homemaker,34.0,Dont Know,0,0,1,0,0,0,0,0,West Virginia,0,0,0,1,0,0,Some College,Never,Female,$20-29,0,0,0,0,0,0,0,0,1,USA,Other,Married,Taxes,1,Windows,English,Home,White,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,1,0
College Student,21.0,Equally,0,0,1,0,0,0,0,0,Oklahoma,0,0,0,1,0,0,Some College,Under 25,Female,Under $10,0,0,0,0,0,0,1,0,0,USA,Education,Married,Navigation,2,Win95,English,Primarily home,White,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,Yes,Heterosexual,No,Yes,0,0,0,1,1,0
Other,22.0,More,1,1,0,1,1,1,1,1,Indiana,0,0,0,1,0,0,Some College,Under 25,Male,Under $10,0,0,0,0,0,0,0,0,1,USA,Computer,Other,Other,2,Win95,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,No,Transgender,Yes,Yes,0,0,0,0,1,0
Programmer,36.0,More,0,0,0,1,0,0,0,0,United Kingdom,0,0,0,1,0,0,Grammar,26-50,Male,$50-74,0,0,0,0,0,0,0,0,1,Europe,Computer,Married,Navigation,1,Win95,English,Home,White,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
Other,5.0,Equally,1,0,0,0,0,1,0,0,Massachusetts,0,0,1,0,0,0,College,nan,Female,Under $10,0,0,0,1,0,0,0,0,0,USA,Management,Single,Privacy,1,nan,English,Home,White,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,Yes,Heterosexual,No,No,0,0,0,0,1,0
College Student,18.0,More,0,0,1,0,0,0,0,0,Illinois,0,0,0,1,0,0,Some College,Under 25,Female,Over $100,0,0,0,0,0,0,0,0,1,USA,Education,Single,Encryption,1,Win95,English,Home,White,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,No,Heterosexual,Yes,No,0,0,0,1,0,0
Technician,22.0,More,0,1,0,0,0,1,0,0,Oregon,0,0,0,1,0,0,High School,Under 25,Male,$20-29,1,0,0,0,0,0,0,0,0,USA,Professional,Other,Taxes,1,nan,English,Home,White,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Not Say,Heterosexual,No,Yes,0,0,0,0,1,0
K-12 Educator,48.0,Equally,0,0,1,0,0,0,0,0,Oklahoma,0,0,0,1,0,0,Masters,Never,Female,$75-99,0,0,0,0,0,0,0,0,1,USA,Education,Married,Privacy,3,Win95,English,Work,White,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,No,No,0,0,0,0,0,1
Other,40.0,Equally,0,0,1,0,0,0,0,0,Maryland,0,0,0,1,0,0,Masters,Never,Male,Over $100,0,0,0,0,0,0,0,0,1,USA,Professional,Married,Privacy,1,Windows,English,Primarily home,White,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Yes,Heterosexual,Yes,No,0,0,0,0,1,0
