DOB,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
12/23/1975,Married,500k-700k,Post-Graduate,Unemployed,Agnostic,Breaking Bad,Toyota,Male,Mexican,Hip-Hop,15-18,Cricket,Red,Reuters,25-40 KM,1000-1500 KM,Drama,Physics,wine,spiderman,545.0,x
6/18/1974,Married,700k-1 Million,Graduate,Self-Employed,Atheist,Friends,BMW,Male,Thai,Heavy Metal,6 to 10,Rugby,Black,Fox News,0-10 KM,0-250 KM,Thriller,Art,Beer,Thor,559.0,x
4/4/1963,Unmarried,300k-500k,High-School,Self-Employed,Believer,Breaking Bad,Wolkswagen,Male,Lebanese,Classical,12 to 15,Soccer,Red,CNN,25-40 KM,0-250 KM,Horror,Economics,wine,superman,1411.0,y
5/9/1994,Unmarried,100k-300k,Post-Graduate,Unemployed,Believer,sherlock,Ford,Male,Mexican,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,250-500 KM,Historical,Civics,Non Drinkers,The hulk,469.0,x
1/27/1992,Married,300k-500k,High-School,Self-Employed,Believer,Friends,Wolkswagen,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,40-60 KM,1500-2000 KM,Action,Biology,Vodka,wonder woman,137.0,y
3/13/1984,Unmarried,100k-300k,Uneducated,Employed,Believer,Narcos,Suzuki,Male,Mexican,Hip-Hop,15-18,Soccer,Red,Huffington Post,40-60 KM,500-1000 KM,Thriller,Maths,Gin,Thor,830.0,y
1/9/1975,Married,100k-300k,Post-Graduate,Employed,Believer,Narcos,Suzuki,Female,Italian,Hip-Hop,15-18,Basketball,Red,Reuters,60-80 KM,0-250 KM,Historical,Commerce,Gin,The hulk,1166.0,x
10/24/1963,Married,100k-300k,Uneducated,Employed,Believer,Dexter,Suzuki,Female,French,Rock,18-20,Basketball,Orange,Reuters,60-80 KM,1000-1500 KM,Thriller,Maths,Vodka,Thor,801.0,x
5/7/1967,Married,100k-300k,Graduate,Self-Employed,Believer,Narcos,Ford,Male,Lebanese,Country,12 to 15,Basketball,Blue,Huffington Post,40-60 KM,250-500 KM,Comedy,History,Rum,The hulk,237.0,x
7/8/1973,Married,300k-500k,Uneducated,Self-Employed,Believer,Prison Break,Wolkswagen,Male,Mexican,Rap,6 to 10,Rugby,Black,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Whiskey,spiderman,1455.0,x
8/15/1993,Married,300k-500k,Uneducated,Employed,Atheist,Breaking Bad,Toyota,Male,Chinese,Classical,10 to 12,Rugby,Red,Reuters,25-40 KM,1000-1500 KM,Comedy,Maths,Beer,Thor,914.0,y
7/19/1976,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,Friends,Ford,Female,Indian,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Drama,Chemistry,Vodka,Batman,206.0,x
4/7/1993,Married,100k-300k,High-School,Self-Employed,Agnostic,Flash,Suzuki,Male,Thai,Heavy Metal,6 to 10,Baseball,Yellow,BBC,0-10 KM,0-250 KM,Thriller,Biology,Rum,Thor,1372.0,y
4/2/1965,Married,0-100K,Graduate,Employed,Believer,Big Bang Theory,GM,Female,French,Hip-Hop,15-18,Rugby,Red,Reuters,25-40 KM,1000-1500 KM,Historical,History,Non Drinkers,The hulk,1191.0,y
4/1/1969,Unmarried,100k-300k,Uneducated,Employed,Believer,Big Bang Theory,Honda,Male,Lebanese,Country,12 to 15,Basketball,Red,CNN,25-40 KM,250-500 KM,Horror,Economics,Non Drinkers,superman,180.0,x
8/8/1991,Married,300k-500k,Graduate,Self-Employed,Believer,Dexter,Ford,Male,Mexican,Hip-Hop,15-18,Basketball,Blue,Huffington Post,40-60 KM,500-1000 KM,Comedy,Maths,Beer,Thor,271.0,x
3/15/1968,Unmarried,0-100K,High-School,Employed,Believer,Big Bang Theory,Ford,Female,Indian,Rock,18-20,Soccer,purple,Associated Press,0-10 KM,1500-2000 KM,Action,Physics,Non Drinkers,wonder woman,383.0,x
3/19/1986,Unmarried,300k-500k,Uneducated,Unemployed,Agnostic,Friends,Wolkswagen,Female,Italian,Rap,6 to 10,volleyball,Green,New York Times,0-10 KM,0-250 KM,Comedy,Art,Beer,Thor,1270.0,x
3/30/1960,Married,300k-500k,Post-Graduate,Employed,Agnostic,Friends,Daimler-Benz,Male,Chinese,Heavy Metal,3 to 5,Cricket,Black,Fox News,40-60 KM,2000+ KM,Comedy,Art,Vodka,The hulk,445.0,y
1/15/1962,Unmarried,300k-500k,High-School,Unemployed,Believer,Friends,Daimler-Benz,Female,Italian,Rap,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Action,Biology,Beer,wonder woman,166.0,y
10/7/1967,Married,500k-700k,High-School,Employed,Believer,Prison Break,Toyota,Female,French,Rap,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,1268.0,y
7/15/1968,Married,500k-700k,Post-Graduate,Employed,Agnostic,Friends,BMW,Male,Lebanese,Heavy Metal,6 to 10,Cricket,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,wine,spiderman,887.0,y
10/18/1988,Divorced,1M-2Million,Post-Graduate,Unemployed,Agnostic,Narcos,Rolls Royce,Male,Mexican,Hip-Hop,15-18,volleyball,Blue,CNN,25-40 KM,0-250 KM,Action,Physics,Non Drinkers,wonder woman,403.0,y
12/30/1960,Unmarried,700k-1 Million,Post-Graduate,Self-Employed,Believer,Flash,Daimler -Benz,Female,Italian,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,0-250 KM,Thriller,Biology,wine,Thor,697.0,x
10/29/1960,Unmarried,1M-2Million,High-School,Employed,Believer,Big Bang Theory,Bently,Male,Chinese,Classical,10 to 12,Soccer,purple,Associated Press,10-25 KM,2000+ KM,Romantic,Commerce,Non Drinkers,Ironman,619.0,y
1/8/1960,Married,0-100K,Uneducated,Unemployed,Atheist,Friends,Ford,Male,Thai,Heavy Metal,6 to 10,Baseball,Black,Fox News,10-25 KM,250-500 KM,Horror,Chemistry,wine,superman,512.0,x
6/20/1960,Married,300k-500k,Graduate,Unemployed,Agnostic,Narcos,Toyota,Female,Italian,Hip-Hop,15-18,Baseball,Red,Reuters,25-40 KM,250-500 KM,Comedy,History,Non Drinkers,Thor,365.0,y
3/18/1963,Unmarried,500k-700k,Graduate,Self-Employed,Believer,Prison Break,BMW,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Black,New York Times,0-10 KM,0-250 KM,Drama,Chemistry,Whiskey,Batman,863.0,x
11/25/1987,Unmarried,300k-500k,Uneducated,Unemployed,Agnostic,Breaking Bad,Wolkswagen,Male,Chinese,Classical,10 to 12,volleyball,Red,Huffington Post,40-60 KM,250-500 KM,Romantic,Commerce,Beer,Ironman,124.0,y
8/15/1979,Married,300k-500k,High-School,Self-Employed,Agnostic,Narcos,Toyota,Male,Thai,Country,12 to 15,Baseball,Red,Huffington Post,40-60 KM,1000-1500 KM,Action,Physics,Gin,wonder woman,812.0,x
5/16/1986,Unmarried,100k-300k,Post-Graduate,Unemployed,Believer,Big Bang Theory,Ford,Female,French,Hip-Hop,15-18,Soccer,Blue,Huffington Post,40-60 KM,0-250 KM,Comedy,History,Non Drinkers,The hulk,207.0,x
6/2/1988,Unmarried,300k-500k,Graduate,Unemployed,Believer,How I Met your mother,Audi,Female,French,Rap,6 to 10,Soccer,Black,New York Times,10-25 KM,0-250 KM,Action,Biology,Non Drinkers,wonder woman,297.0,x
5/21/1972,Married,300k-500k,High-School,Unemployed,Believer,Friends,Ford,Female,Italian,Rap,6 to 10,Basketball,White,MSN,0-10 KM,0-250 KM,Horror,Chemistry,Vodka,superman,250.0,y
3/22/1983,Unmarried,300k-500k,High-School,Employed,Agnostic,Prison Break,Daimler-Benz,Male,Chinese,Heavy Metal,1 to 3,volleyball,Yellow,BBC,10-25 KM,250-500 KM,Action,Biology,Whiskey,wonder woman,808.0,y
10/4/1980,Unmarried,100k-300k,Uneducated,Employed,Believer,Breaking Bad,Nissan,Male,Thai,Country,12 to 15,Soccer,Blue,Huffington Post,40-60 KM,0-250 KM,Horror,Economics,Beer,superman,769.0,y
10/10/1961,Married,500k-700k,Graduate,Self-Employed,Believer,Flash,BMW,Male,Thai,Heavy Metal,6 to 10,Basketball,White,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Rum,spiderman,551.0,x
7/10/1986,Married,500k-700k,Post-Graduate,Employed,Atheist,Dexter,Daimler-Benz,Female,French,Hip-Hop,15-18,Rugby,Red,Huffington Post,40-60 KM,250-500 KM,Historical,History,Beer,The hulk,1127.0,y
12/11/1988,Married,0-100K,High-School,Employed,Atheist,Flash,Ford,Male,Thai,Heavy Metal,6 to 10,Baseball,Yellow,BBC,0-10 KM,0-250 KM,Romantic,English,Rum,Ironman,632.0,x
6/22/1969,Unmarried,300k-500k,Post-Graduate,Unemployed,Agnostic,sherlock,Daimler-Benz,Female,French,Rap,6 to 10,cycling,White,Fox News,10-25 KM,0-250 KM,Thriller,Biology,Non Drinkers,Thor,1396.0,y
10/19/1984,Married,100k-300k,High-School,Self-Employed,Believer,Big Bang Theory,Suzuki,Female,Italian,Hip-Hop,15-18,Basketball,purple,Associated Press,0-10 KM,1500-2000 KM,Drama,Physics,Non Drinkers,Batman,288.0,y
6/5/1990,Unmarried,500k-700k,Uneducated,Employed,Believer,Flash,Toyota,Male,Chinese,Heavy Metal,1 to 3,Soccer,Green,New York Times,40-60 KM,1500-2000 KM,Historical,Art,Rum,The hulk,554.0,x
1/12/1982,Married,0-100K,Graduate,Unemployed,Agnostic,Prison Break,GM,Male,Thai,Heavy Metal,6 to 10,Cricket,Black,New York Times,60-80 KM,2000+ KM,Historical,Civics,Whiskey,Ironman,358.0,y
6/22/1966,Unmarried,100k-300k,High-School,Employed,Agnostic,Dexter,Suzuki,Male,Thai,Country,12 to 15,cycling,Orange,Reuters,60-80 KM,250-500 KM,Romantic,Commerce,Beer,Ironman,304.0,y
9/19/1995,Married,100k-300k,High-School,Self-Employed,Atheist,Prison Break,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Green,New York Times,10-25 KM,250-500 KM,Romantic,English,Whiskey,Ironman,1256.0,x
8/8/1969,Unmarried,100k-300k,High-School,Unemployed,Agnostic,Narcos,Suzuki,Male,Chinese,Classical,10 to 12,volleyball,Blue,CNN,25-40 KM,0-250 KM,Action,Physics,Gin,wonder woman,1271.0,y
2/26/1985,Married,0-100K,Uneducated,Self-Employed,Agnostic,Game of Thrones,Ford,Female,Mediterranean,Rock,18-20,Baseball,Blue,Huffington Post,40-60 KM,250-500 KM,Comedy,History,Vodka,The hulk,108.0,x
11/14/1982,Married,500k-700k,Graduate,Employed,Agnostic,sherlock,Toyota,Female,French,Rap,6 to 10,Swimming,Black,Fox News,0-10 KM,0-250 KM,Thriller,Biology,Non Drinkers,Thor,971.0,x
11/5/1977,Unmarried,300k-500k,Post-Graduate,Employed,Believer,Narcos,Ford,Male,Mexican,Hip-Hop,15-18,Soccer,purple,Associated Press,60-80 KM,500-1000 KM,Action,Maths,Rum,Thor,572.0,y
8/16/1967,Unmarried,100k-300k,Graduate,Self-Employed,Believer,Friends,Suzuki,Female,Indian,Rap,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Thriller,Biology,Beer,Thor,1282.0,x
10/14/1967,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,Narcos,Ford,Male,Thai,Country,12 to 15,Soccer,Blue,Huffington Post,40-60 KM,250-500 KM,Action,Maths,Rum,Thor,424.0,y
11/8/1980,Married,500k-700k,Post-Graduate,Self-Employed,Atheist,Friends,BMW,Female,Mediterranean,Rap,6 to 10,Baseball,White,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,1035.0,x
12/13/1983,Married,100k-300k,Uneducated,Unemployed,Believer,Friends,Suzuki,Male,Mexican,Light Metal,6 to 10,Basketball,Yellow,BBC,10-25 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,871.0,y
3/21/1980,Married,0-100K,Graduate,Employed,Atheist,How I Met your mother,Ford,Male,Thai,Heavy Metal,6 to 10,Rugby,White,Fox News,0-10 KM,0-250 KM,Drama,Chemistry,Non Drinkers,Batman,1421.0,y
11/4/1993,Unmarried,100k-300k,Post-Graduate,Unemployed,Believer,sherlock,Suzuki,Male,Mexican,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,0-250 KM,Drama,Chemistry,Non Drinkers,Batman,253.0,y
8/21/1965,Unmarried,300k-500k,Uneducated,Self-Employed,Believer,How I Met your mother,Audi,Female,Korean,Rap,6 to 10,Soccer,White,Fox News,10-25 KM,250-500 KM,Historical,Civics,Non Drinkers,Ironman,1417.0,y
9/12/1990,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,Breaking Bad,Daimler-Benz,Male,Chinese,Classical,10 to 12,Soccer,Orange,Reuters,60-80 KM,500-1000 KM,Drama,Physics,Beer,Batman,950.0,y
6/2/1988,Divorced,500k-700k,Post-Graduate,Unemployed,Agnostic,Narcos,BMW,Female,Indian,Rock,18-20,Swimming,Red,Huffington Post,40-60 KM,250-500 KM,Thriller,Maths,Gin,Thor,1084.0,x
2/24/1962,Unmarried,500k-700k,High-School,Unemployed,Agnostic,Friends,BMW,Male,Thai,Heavy Metal,6 to 10,cycling,Green,New York Times,0-10 KM,0-250 KM,Horror,Chemistry,Vodka,spiderman,1024.0,x
6/18/1963,Married,0-100K,High-School,Unemployed,Agnostic,Flash,GM,Female,Italian,Rap,6 to 10,Baseball,Black,Fox News,0-10 KM,0-250 KM,Action,Biology,Rum,wonder woman,896.0,y
3/15/1990,Married,100k-300k,Graduate,Unemployed,Atheist,Narcos,Suzuki,Female,French,Rock,15-18,Rugby,Red,CNN,25-40 KM,500-1000 KM,Romantic,Commerce,Rum,Ironman,1266.0,y
5/13/1978,Unmarried,300k-500k,Graduate,Employed,Believer,sherlock,Daimler-Benz,Male,Mexican,Rap,6 to 10,Soccer,White,MSN,10-25 KM,250-500 KM,Thriller,Biology,Non Drinkers,Thor,45.0,x
6/28/1961,Married,300k-500k,Post-Graduate,Unemployed,Believer,How I Met your mother,Ford,Male,Chinese,Heavy Metal,1 to 3,Rugby,White,MSN,0-10 KM,0-250 KM,Action,Biology,Non Drinkers,wonder woman,386.0,y
4/24/1988,Unmarried,300k-500k,Graduate,Self-Employed,Agnostic,Friends,Ford,Male,Thai,Heavy Metal,6 to 10,cycling,Black,Fox News,10-25 KM,250-500 KM,Comedy,Art,Vodka,Thor,478.0,y
6/1/1982,Married,300k-500k,Graduate,Self-Employed,Agnostic,Narcos,Audi,Male,Mexican,Hip-Hop,15-18,Baseball,Blue,Huffington Post,40-60 KM,0-250 KM,Historical,Commerce,Rum,The hulk,547.0,y
2/20/1967,Married,0-100K,Post-Graduate,Unemployed,Atheist,Prison Break,Ford,Male,Thai,Heavy Metal,6 to 10,Rugby,White,Fox News,10-25 KM,250-500 KM,Drama,Chemistry,Whiskey,Batman,760.0,x
10/30/1988,Unmarried,300k-500k,Uneducated,Self-Employed,Agnostic,Breaking Bad,Toyota,Male,Thai,Country,12 to 15,volleyball,Red,Huffington Post,40-60 KM,0-250 KM,Horror,Economics,Beer,spiderman,1096.0,y
6/19/1986,Unmarried,300k-500k,Uneducated,Employed,Believer,How I Met your mother,Audi,Female,French,Rap,6 to 10,Soccer,Black,Fox News,40-60 KM,2000+ KM,Romantic,English,Non Drinkers,Ironman,241.0,x
7/4/1976,Married,1M-2Million,High-School,Unemployed,Atheist,Flash,Bently,Female,Mediterranean,Rap,6 to 10,Rugby,Green,BBC,10-25 KM,250-500 KM,Horror,Chemistry,wine,spiderman,1093.0,y
10/14/1967,Married,100k-300k,Post-Graduate,Employed,Believer,Narcos,Suzuki,Male,Thai,Country,12 to 15,Basketball,Red,Reuters,25-40 KM,500-1000 KM,Action,Maths,Rum,Thor,1488.0,y
8/22/1983,Married,0-100K,High-School,Self-Employed,Agnostic,Breaking Bad,Ford,Male,Chinese,Classical,10 to 12,Cricket,Blue,Huffington Post,40-60 KM,1000-1500 KM,Thriller,Maths,Beer,Thor,956.0,x
1/6/1989,Married,100k-300k,Graduate,Employed,Atheist,Prison Break,Suzuki,Male,Mexican,Rap,6 to 10,Rugby,Yellow,BBC,25-40 KM,1500-2000 KM,Drama,Chemistry,Whiskey,Batman,267.0,x
2/28/1974,Unmarried,100k-300k,Uneducated,Unemployed,Believer,Breaking Bad,Suzuki,Male,Lebanese,Country,12 to 15,Soccer,Red,Reuters,60-80 KM,250-500 KM,Romantic,Commerce,Beer,Ironman,791.0,y
10/2/1993,Unmarried,0-100K,Post-Graduate,Self-Employed,Believer,Dexter,GM,Male,Chinese,Classical,10 to 12,Basketball,Red,Huffington Post,40-60 KM,1000-1500 KM,Thriller,Maths,Vodka,Thor,217.0,x
3/27/1960,Married,300k-500k,Post-Graduate,Unemployed,Agnostic,Big Bang Theory,Audi,Male,Chinese,Classical,10 to 12,Baseball,Blue,CNN,25-40 KM,250-500 KM,Romantic,Commerce,Non Drinkers,Ironman,304.0,x
5/19/1980,Married,100k-300k,High-School,Self-Employed,Believer,Flash,Honda,Male,Mexican,Light Metal,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Historical,Civics,wine,The hulk,309.0,x
7/16/1980,Married,0-100K,High-School,Employed,Agnostic,Friends,GM,Male,Mexican,Rap,6 to 10,Cricket,White,MSN,10-25 KM,250-500 KM,Comedy,Art,Beer,The hulk,1357.0,y
8/9/1967,Married,100k-300k,Graduate,Self-Employed,Believer,Friends,Ford,Female,French,Rap,6 to 10,Rugby,White,MSN,60-80 KM,2000+ KM,Romantic,English,Vodka,Ironman,323.0,y
6/6/1970,Unmarried,100k-300k,Post-Graduate,Self-Employed,Believer,Breaking Bad,Suzuki,Male,Italian,Hip-Hop,15-18,Basketball,purple,Associated Press,0-10 KM,1500-2000 KM,Horror,Economics,Beer,spiderman,1246.0,y
10/1/1993,Unmarried,300k-500k,Graduate,Employed,Agnostic,Prison Break,Wolkswagen,Female,Mediterranean,Rap,6 to 10,cycling,Yellow,BBC,60-80 KM,2000+ KM,Romantic,English,Whiskey,Ironman,348.0,x
12/10/1977,Married,500k-700k,Uneducated,Self-Employed,Atheist,Friends,Toyota,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Green,New York Times,10-25 KM,0-250 KM,Thriller,Biology,Beer,Thor,539.0,y
7/24/1994,Unmarried,300k-500k,High-School,Employed,Believer,Flash,Audi,Female,Indian,Rap,6 to 10,Basketball,White,Fox News,0-10 KM,0-250 KM,Comedy,Art,Rum,Thor,1426.0,y
1/14/1965,Married,300k-500k,Post-Graduate,Self-Employed,Believer,Breaking Bad,Audi,Female,Italian,Hip-Hop,15-18,Basketball,purple,Associated Press,0-10 KM,1500-2000 KM,Horror,Economics,Beer,spiderman,335.0,y
11/5/1983,Married,300k-500k,High-School,Self-Employed,Believer,Friends,Audi,Male,Thai,Heavy Metal,6 to 10,Basketball,Green,New York Times,10-25 KM,250-500 KM,Drama,Chemistry,Beer,Batman,171.0,x
1/10/1963,Married,700k-1 Million,Post-Graduate,Self-Employed,Agnostic,Big Bang Theory,Daimler -Benz,Female,French,Hip-Hop,15-18,Cricket,purple,Associated Press,10-25 KM,1500-2000 KM,Comedy,History,Non Drinkers,Thor,1324.0,y
2/16/1961,Married,0-100K,Uneducated,Self-Employed,Agnostic,Dexter,GM,Male,Lebanese,Classical,12 to 15,Swimming,Red,CNN,25-40 KM,1000-1500 KM,Drama,Physics,Vodka,spiderman,97.0,x
5/11/1980,Married,500k-700k,High-School,Self-Employed,Believer,How I Met your mother,BMW,Male,Mexican,Rap,6 to 10,Basketball,White,MSN,10-25 KM,250-500 KM,Action,Biology,Non Drinkers,wonder woman,395.0,x
11/23/1982,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Flash,Toyota,Female,French,Rap,6 to 10,Soccer,Green,New York Times,10-25 KM,0-250 KM,Comedy,Art,wine,Thor,140.0,y
12/6/1969,Unmarried,100k-300k,Post-Graduate,Self-Employed,Believer,Breaking Bad,Suzuki,Female,French,Rock,15-18,Basketball,Red,Huffington Post,40-60 KM,1000-1500 KM,Drama,Physics,Beer,Batman,321.0,y
9/18/1991,Unmarried,300k-500k,Graduate,Unemployed,Agnostic,Prison Break,Wolkswagen,Male,Lebanese,Heavy Metal,3 to 5,cycling,Black,Fox News,0-10 KM,0-250 KM,Romantic,English,Vodka,Ironman,155.0,x
9/1/1975,Married,100k-300k,Uneducated,Self-Employed,Believer,Friends,Ford,Male,Thai,Heavy Metal,6 to 10,Basketball,Black,New York Times,0-10 KM,0-250 KM,Comedy,Art,Vodka,Thor,291.0,y
7/10/1969,Unmarried,0-100K,High-School,Self-Employed,Believer,Prison Break,GM,Female,Mediterranean,Rap,6 to 10,Soccer,White,Fox News,10-25 KM,0-250 KM,Romantic,English,Whiskey,Ironman,1428.0,y
6/17/1971,Married,0-100K,High-School,Self-Employed,Believer,Game of Thrones,GM,Female,Mediterranean,Rock,18-20,Rugby,Red,CNN,25-40 KM,0-250 KM,Drama,Physics,Vodka,Batman,527.0,y
12/19/1963,Married,100k-300k,High-School,Employed,Believer,Game of Thrones,Nissan,Female,Korean,Rock,20+,Basketball,purple,Associated Press,0-10 KM,1500-2000 KM,Drama,Physics,Vodka,Batman,1121.0,x
7/12/1989,Unmarried,700k-1 Million,Graduate,Unemployed,Agnostic,Friends,Daimler -Benz,Female,Indian,Rap,6 to 10,cycling,Yellow,BBC,0-10 KM,0-250 KM,Romantic,English,Beer,Ironman,281.0,x
10/10/1976,Married,700k-1 Million,Uneducated,Self-Employed,Agnostic,Breaking Bad,BMW,Male,Chinese,Classical,10 to 12,Cricket,Red,Reuters,60-80 KM,1000-1500 KM,Horror,Economics,wine,spiderman,1420.0,y
8/25/1968,Unmarried,0-100K,Post-Graduate,Self-Employed,Believer,Narcos,GM,Male,Mexican,Hip-Hop,15-18,Soccer,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Physics,Rum,spiderman,495.0,x
11/6/1992,Unmarried,100k-300k,Uneducated,Employed,Believer,Breaking Bad,Suzuki,Male,Mexican,Hip-Hop,15-18,Soccer,purple,Associated Press,10-25 KM,2000+ KM,Action,Physics,Beer,wonder woman,53.0,x
10/14/1990,Married,300k-500k,High-School,Unemployed,Agnostic,Friends,Audi,Female,French,Rap,6 to 10,Cricket,White,MSN,40-60 KM,2000+ KM,Drama,Chemistry,Vodka,spiderman,773.0,x
8/1/1995,Unmarried,300k-500k,Graduate,Unemployed,Agnostic,How I Met your mother,Daimler-Benz,Female,French,Rap,6 to 10,cycling,Yellow,BBC,10-25 KM,250-500 KM,Comedy,Art,Non Drinkers,Thor,450.0,y
12/16/1960,Married,300k-500k,Graduate,Self-Employed,Atheist,Breaking Bad,Daimler-Benz,Female,Indian,Rock,18-20,Rugby,Red,Reuters,25-40 KM,250-500 KM,Horror,Economics,Beer,spiderman,1350.0,y
5/24/1962,Unmarried,100k-300k,High-School,Unemployed,Believer,Friends,Ford,Male,Mexican,Rap,6 to 10,Basketball,White,MSN,0-10 KM,0-250 KM,Thriller,Biology,wine,Thor,72.0,x
9/25/1989,Unmarried,100k-300k,High-School,Unemployed,Believer,Friends,Suzuki,Male,Thai,Light Metal,6 to 10,Soccer,White,MSN,25-40 KM,1000-1500 KM,Historical,Civics,Beer,Ironman,1418.0,y
8/17/1974,Married,700k-1 Million,Post-Graduate,Unemployed,Believer,Friends,Daimler -Benz,Male,Mexican,Rap,6 to 10,Rugby,Black,Fox News,10-25 KM,250-500 KM,Romantic,English,Beer,Ironman,474.0,y
6/14/1980,Married,500k-700k,Uneducated,Self-Employed,Atheist,Breaking Bad,Daimler-Benz,Male,Lebanese,Country,12 to 15,Rugby,Red,Reuters,25-40 KM,500-1000 KM,Action,Physics,Beer,wonder woman,750.0,y
11/23/1967,Married,500k-700k,High-School,Unemployed,Believer,Breaking Bad,Toyota,Male,Chinese,Classical,10 to 12,Basketball,Blue,Huffington Post,40-60 KM,250-500 KM,Drama,Physics,Beer,Batman,839.0,x
1/16/1979,Married,0-100K,Graduate,Self-Employed,Believer,Narcos,GM,Female,Indian,Rock,18-20,Rugby,Blue,Huffington Post,40-60 KM,250-500 KM,Horror,Economics,Rum,superman,50.0,x
7/23/1964,Married,300k-500k,Graduate,Employed,Believer,Narcos,Ford,Male,Mexican,Hip-Hop,15-18,Basketball,Red,CNN,25-40 KM,0-250 KM,Horror,Economics,Rum,spiderman,646.0,x
1/3/1973,Married,500k-700k,High-School,Self-Employed,Believer,Friends,BMW,Female,Mediterranean,Rap,6 to 10,Basketball,White,MSN,25-40 KM,1500-2000 KM,Thriller,Biology,Vodka,Thor,696.0,x
11/1/1973,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Narcos,Audi,Male,Chinese,Classical,10 to 12,Basketball,Red,Reuters,25-40 KM,1000-1500 KM,Historical,History,Gin,The hulk,482.0,y
5/15/1984,Unmarried,300k-500k,Uneducated,Employed,Believer,Flash,Audi,Female,Italian,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Thriller,Biology,Rum,Thor,1481.0,x
12/3/1965,Married,100k-300k,Post-Graduate,Self-Employed,Believer,Prison Break,Suzuki,Female,Indian,Rap,6 to 10,Rugby,Black,Fox News,0-10 KM,0-250 KM,Action,Biology,Whiskey,wonder woman,341.0,y
2/25/1989,Unmarried,0-100K,Post-Graduate,Unemployed,Believer,Flash,Ford,Male,Thai,Heavy Metal,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Comedy,Art,Rum,Thor,504.0,y
2/10/1995,Married,500k-700k,Post-Graduate,Unemployed,Atheist,Friends,Toyota,Male,Chinese,Heavy Metal,3 to 5,Rugby,White,Fox News,10-25 KM,250-500 KM,Romantic,English,Vodka,Ironman,626.0,y
11/7/1972,Married,300k-500k,Uneducated,Unemployed,Agnostic,Game of Thrones,Daimler-Benz,Male,Lebanese,Classical,12 to 15,Baseball,Red,Reuters,60-80 KM,250-500 KM,Thriller,Maths,Vodka,Thor,437.0,y
8/21/1970,Unmarried,100k-300k,Post-Graduate,Self-Employed,Agnostic,Game of Thrones,Suzuki,Male,Thai,Country,12 to 15,volleyball,Blue,Huffington Post,40-60 KM,500-1000 KM,Drama,Physics,Vodka,Batman,405.0,x
8/10/1989,Unmarried,0-100K,Graduate,Unemployed,Believer,Narcos,GM,Male,Italian,Hip-Hop,15-18,Soccer,Red,Huffington Post,40-60 KM,500-1000 KM,Comedy,Maths,Rum,Thor,541.0,x
3/22/1960,Married,300k-500k,Graduate,Employed,Believer,Friends,Daimler-Benz,Female,French,Rap,6 to 10,Rugby,White,MSN,10-25 KM,250-500 KM,Historical,Art,Vodka,The hulk,55.0,x
10/25/1980,Unmarried,0-100K,High-School,Employed,Believer,Friends,Ford,Male,Mexican,Rap,6 to 10,Soccer,White,Fox News,0-10 KM,0-250 KM,Horror,Chemistry,Beer,spiderman,424.0,y
11/14/1976,Unmarried,300k-500k,High-School,Employed,Believer,Prison Break,Ford,Female,Italian,Rap,6 to 10,Soccer,Green,New York Times,40-60 KM,2000+ KM,Historical,Art,Whiskey,The hulk,823.0,y
3/28/1989,Married,300k-500k,Graduate,Employed,Believer,Friends,Ford,Male,Lebanese,Heavy Metal,6 to 10,Rugby,Green,New York Times,40-60 KM,2000+ KM,Horror,Chemistry,Beer,spiderman,763.0,y
