median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,binaryClass
92600.0,2.085,9,1931.0,472.0,1628.0,445.0,32.71,N
124100.0,2.8942,26,3114.0,686.0,1948.0,660.0,32.73,N
137200.0,2.2024,5,1615.0,387.0,1094.0,394.0,32.72,N
102500.0,2.0938,39,1273.0,246.0,770.0,242.0,32.72,N
111800.0,1.6944,33,1096.0,240.0,716.0,224.0,32.72,N
120300.0,3.5789,28,3109.0,594.0,1559.0,589.0,32.73,N
96800.0,2.5559,29,2238.0,523.0,2061.0,504.0,32.71,N
86900.0,1.7075,29,3422.0,713.0,2775.0,644.0,32.71,N
87900.0,1.75,25,939.0,247.0,1003.0,240.0,32.71,N
88600.0,1.9583,25,1491.0,348.0,1183.0,316.0,32.72,N
85900.0,1.7,30,1729.0,457.0,1673.0,460.0,32.71,N
79400.0,1.7402,34,2028.0,522.0,1797.0,464.0,32.7,N
83300.0,1.8125,37,2045.0,502.0,1920.0,472.0,32.7,N
86400.0,1.4856,33,1980.0,488.0,1626.0,428.0,32.7,N
90500.0,1.3194,14,819.0,237.0,827.0,237.0,32.7,N
84100.0,1.8187,36,1011.0,253.0,763.0,226.0,32.7,N
83200.0,1.1818,29,1040.0,291.0,1054.0,297.0,32.71,N
87200.0,2.2102,37,1269.0,340.0,1369.0,302.0,32.69,N
98000.0,2.0547,35,1292.0,272.0,1183.0,272.0,32.69,N
93400.0,1.9425,36,1421.0,367.0,1418.0,355.0,32.69,N
91800.0,2.09,34,1144.0,295.0,1271.0,302.0,32.69,N
86300.0,1.5933,37,2395.0,627.0,2489.0,599.0,32.69,N
86500.0,2.725,39,395.0,159.0,620.0,162.0,32.69,N
93800.0,1.0658,46,200.0,77.0,180.0,65.0,32.69,N
88500.0,2.0673,37,1082.0,294.0,1146.0,265.0,32.69,N
65700.0,1.0531,38,818.0,217.0,953.0,231.0,32.7,N
78100.0,1.1681,37,1361.0,348.0,1398.0,328.0,32.7,N
90100.0,1.043,36,1469.0,400.0,1271.0,340.0,32.69,N
75600.0,1.875,48,786.0,230.0,917.0,231.0,32.7,N
78900.0,0.8991,42,1210.0,292.0,945.0,258.0,32.7,N
80200.0,1.4632,38,1445.0,392.0,1286.0,357.0,32.7,N
70200.0,1.9509,35,1179.0,344.0,1372.0,330.0,32.7,N
78500.0,1.9286,33,1256.0,331.0,1315.0,321.0,32.71,N
82700.0,1.1563,38,993.0,246.0,760.0,205.0,32.71,N
87500.0,1.2614,42,1145.0,314.0,1114.0,307.0,32.71,N
83300.0,1.5474,44,1697.0,413.0,1396.0,363.0,32.71,N
120300.0,1.901,32,2197.0,623.0,1784.0,599.0,32.72,N
111300.0,0.6433,24,421.0,101.0,396.0,113.0,32.71,N
137500.0,1.8299,9,2436.0,720.0,1780.0,653.0,32.72,N
117900.0,1.975,19,1341.0,435.0,1048.0,360.0,32.72,N
159100.0,3.37,36,6096.0,1285.0,3093.0,1229.0,32.72,N
168800.0,3.5156,50,2307.0,424.0,887.0,356.0,32.73,N
175400.0,3.4151,52,3976.0,718.0,1750.0,769.0,32.73,N
170100.0,2.6604,46,3355.0,768.0,1457.0,708.0,32.74,N
240900.0,5.454,52,1148.0,214.0,481.0,215.0,32.73,N
213100.0,3.6058,52,2676.0,557.0,1181.0,537.0,32.73,N
203200.0,2.625,50,1527.0,338.0,728.0,322.0,32.74,N
145000.0,2.1513,43,2706.0,667.0,1531.0,614.0,32.73,N
140600.0,2.4821,43,2160.0,504.0,1221.0,452.0,32.72,N
199100.0,2.7083,52,1560.0,307.0,757.0,315.0,32.72,N
221100.0,2.2429,52,1911.0,415.0,777.0,412.0,32.73,N
139100.0,2.2804,42,1558.0,458.0,1227.0,407.0,32.72,N
126600.0,1.758,17,1285.0,423.0,1208.0,409.0,32.72,N
139400.0,2.1164,34,1694.0,455.0,1467.0,425.0,32.71,N
103100.0,1.8456,32,719.0,251.0,894.0,208.0,32.71,N
168800.0,2.0529,43,1073.0,344.0,660.0,279.0,32.72,N
156300.0,1.6156,45,1140.0,310.0,840.0,339.0,32.72,N
160400.0,2.1199,34,2533.0,862.0,2011.0,778.0,32.72,N
106300.0,1.6011,52,1225.0,332.0,955.0,321.0,32.71,N
100000.0,1.2375,52,979.0,314.0,975.0,297.0,32.71,N
87500.0,1.5594,52,800.0,313.0,1337.0,282.0,32.71,N
91100.0,1.8696,52,500.0,113.0,480.0,108.0,32.71,N
81500.0,1.825,37,1220.0,325.0,1472.0,323.0,32.71,N
81300.0,1.6953,35,614.0,180.0,691.0,164.0,32.71,N
72000.0,1.2841,43,966.0,255.0,857.0,208.0,32.71,N
82900.0,1.7642,39,1647.0,478.0,2176.0,479.0,32.71,N
77300.0,1.6023,32,1280.0,353.0,1335.0,330.0,32.7,N
78800.0,2.5588,35,365.0,98.0,463.0,112.0,32.7,N
87000.0,2.1875,43,1126.0,289.0,1132.0,294.0,32.7,N
92500.0,1.2188,40,1227.0,330.0,1199.0,316.0,32.7,N
82700.0,1.5729,36,633.0,148.0,557.0,139.0,32.7,N
86500.0,1.8008,48,510.0,180.0,545.0,132.0,32.7,N
89400.0,1.9338,44,658.0,218.0,869.0,212.0,32.7,N
90000.0,0.9589,47,552.0,161.0,593.0,174.0,32.7,N
162500.0,1.3657,50,475.0,172.0,483.0,120.0,32.7,N
87500.0,1.3125,52,402.0,183.0,557.0,172.0,32.71,N
86300.0,1.2863,52,458.0,148.0,1283.0,166.0,32.7,N
137500.0,1.6607,52,217.0,82.0,531.0,93.0,32.71,N
137500.0,1.2292,52,344.0,177.0,460.0,147.0,32.72,N
162500.0,0.9142,52,788.0,463.0,805.0,391.0,32.72,N
22500.0,1.0918,52,845.0,451.0,1230.0,375.0,32.71,N
325000.0,1.3092,5,2508.0,827.0,2066.0,761.0,32.71,N
205000.0,4.2375,7,2493.0,693.0,951.0,641.0,32.71,N
187500.0,0.7685,39,311.0,181.0,206.0,113.0,32.71,N
137500.0,4.0,26,450.0,132.0,317.0,109.0,32.73,N
250000.0,1.3071,51,1321.0,550.0,781.0,499.0,32.72,N
162500.0,1.0391,24,1232.0,663.0,1184.0,626.0,32.72,N
200000.0,1.9597,52,1218.0,471.0,821.0,429.0,32.73,N
225000.0,1.2668,27,1245.0,471.0,653.0,451.0,32.72,N
116700.0,1.815,52,408.0,143.0,313.0,143.0,32.73,N
262500.0,1.5909,44,626.0,256.0,572.0,229.0,32.72,N
112500.0,2.0972,52,1682.0,617.0,873.0,534.0,32.73,N
195800.0,1.9203,52,1863.0,559.0,906.0,493.0,32.73,N
215000.0,2.4069,52,1578.0,487.0,879.0,446.0,32.73,N
418800.0,3.0571,49,1815.0,495.0,601.0,410.0,32.74,N
466700.0,3.1979,43,1437.0,406.0,692.0,379.0,32.74,N
361500.0,3.7039,39,3803.0,806.0,1567.0,775.0,32.74,N
289400.0,2.9422,38,5054.0,1168.0,2366.0,1103.0,32.74,N
112500.0,1.6591,52,55.0,18.0,65.0,22.0,32.73,N
255000.0,2.4,40,581.0,157.0,298.0,156.0,32.76,N
258300.0,2.5882,33,1115.0,316.0,583.0,269.0,32.75,N
191700.0,3.175,20,1165.0,269.0,459.0,244.0,32.74,N
162500.0,0.536,52,25.0,5.0,13.0,5.0,32.75,N
300000.0,1.0612,15,1716.0,702.0,914.0,672.0,32.75,N
87500.0,2.2982,45,3025.0,583.0,1980.0,550.0,32.74,N
262100.0,2.8043,27,2072.0,534.0,1118.0,510.0,32.75,N
225000.0,2.9735,24,3914.0,985.0,2147.0,874.0,32.75,N
125000.0,2.6121,26,696.0,185.0,384.0,184.0,32.75,N
101800.0,3.1389,23,2415.0,653.0,1275.0,596.0,32.75,N
162000.0,3.8036,26,617.0,112.0,251.0,110.0,32.75,N
159800.0,3.3456,11,4304.0,1245.0,1960.0,1105.0,32.75,N
334500.0,6.9322,52,1245.0,174.0,468.0,193.0,32.74,N
345700.0,7.4029,52,1283.0,173.0,436.0,190.0,32.74,N
345200.0,7.2758,52,1260.0,202.0,555.0,209.0,32.74,N
287500.0,2.4016,41,2621.0,542.0,1074.0,471.0,32.74,N
291000.0,4.5878,34,6001.0,1111.0,2654.0,1072.0,32.75,N
291400.0,3.8409,38,3966.0,768.0,1640.0,729.0,32.73,N
240200.0,2.5259,35,2914.0,683.0,1562.0,638.0,32.73,N
269700.0,2.7273,44,1168.0,263.0,509.0,256.0,32.73,N
244200.0,2.1635,43,952.0,209.0,392.0,210.0,32.72,N
263800.0,4.1806,44,1404.0,229.0,513.0,217.0,32.74,N
297700.0,5.5289,43,2216.0,375.0,918.0,388.0,32.74,N
388300.0,5.9113,37,2260.0,354.0,809.0,351.0,32.73,N
441400.0,7.5557,36,2052.0,287.0,699.0,265.0,32.73,N
500001.0,3.2361,38,2827.0,581.0,972.0,558.0,32.72,N
500001.0,6.6661,32,4164.0,701.0,1277.0,607.0,32.71,N
466700.0,7.5925,39,3089.0,431.0,1175.0,432.0,32.72,N
396400.0,6.6013,39,3819.0,594.0,1361.0,583.0,32.72,N
383600.0,4.9125,38,1840.0,291.0,633.0,283.0,32.73,N
345800.0,6.5319,36,2632.0,450.0,2038.0,419.0,32.72,N
496400.0,6.597,33,1677.0,228.0,629.0,239.0,32.72,N
400000.0,6.3331,37,2224.0,331.0,821.0,341.0,32.73,N
358600.0,4.8684,44,1934.0,325.0,783.0,316.0,32.73,N
247700.0,2.7515,33,4168.0,1112.0,1785.0,984.0,32.74,N
288200.0,2.6962,36,3548.0,956.0,1648.0,866.0,32.74,N
286800.0,2.9904,36,1830.0,430.0,755.0,419.0,32.74,N
257100.0,2.8007,40,2186.0,549.0,953.0,515.0,32.74,N
298600.0,4.0268,44,1686.0,285.0,712.0,298.0,32.74,N
321800.0,4.0862,44,1488.0,259.0,667.0,281.0,32.74,N
367400.0,4.5938,39,1688.0,256.0,635.0,272.0,32.73,N
137500.0,3.4286,5,1824.0,509.0,892.0,426.0,32.75,N
165000.0,2.4779,21,2050.0,608.0,1131.0,550.0,32.75,N
179200.0,4.6354,16,735.0,139.0,299.0,134.0,32.74,N
169800.0,4.8167,16,1953.0,404.0,798.0,385.0,32.74,N
238200.0,4.1339,35,2615.0,525.0,1312.0,547.0,32.74,N
284900.0,4.05,45,1718.0,293.0,757.0,329.0,32.74,N
252700.0,2.9896,36,2831.0,669.0,1279.0,660.0,32.75,N
220600.0,2.3042,36,1856.0,475.0,822.0,416.0,32.75,N
226000.0,2.79,41,1989.0,514.0,1015.0,489.0,32.75,N
248200.0,2.6625,36,1240.0,310.0,577.0,319.0,32.74,N
208300.0,2.2017,32,3551.0,1037.0,1731.0,935.0,32.75,N
205800.0,1.7622,36,1929.0,526.0,974.0,491.0,32.75,N
231300.0,2.2042,33,1980.0,614.0,1057.0,567.0,32.75,N
216700.0,2.4672,37,1189.0,377.0,645.0,377.0,32.75,N
266700.0,2.2328,34,981.0,313.0,508.0,304.0,32.75,N
340400.0,2.375,37,1467.0,442.0,651.0,354.0,32.79,N
328600.0,1.8365,43,906.0,240.0,458.0,205.0,32.79,N
291700.0,2.7857,36,1527.0,427.0,710.0,312.0,32.78,N
350000.0,2.45,21,1479.0,484.0,658.0,384.0,32.78,N
500000.0,4.3403,38,1267.0,340.0,442.0,250.0,32.77,N
362500.0,3.18,32,2021.0,524.0,973.0,485.0,32.77,N
385300.0,4.0313,35,2494.0,690.0,1126.0,624.0,32.77,N
452600.0,4.9125,38,2331.0,493.0,836.0,433.0,32.76,N
175000.0,3.4527,22,2020.0,466.0,1010.0,429.0,32.78,N
238000.0,3.5484,23,2578.0,665.0,989.0,622.0,32.79,N
266700.0,3.625,28,2453.0,648.0,1082.0,617.0,32.79,N
356500.0,4.6293,35,1649.0,355.0,746.0,360.0,32.78,N
342200.0,4.1742,44,2172.0,431.0,892.0,420.0,32.78,N
241700.0,4.1652,17,1149.0,266.0,403.0,228.0,32.79,N
275000.0,3.4306,18,2539.0,616.0,964.0,526.0,32.79,N
245800.0,3.1838,20,961.0,278.0,525.0,254.0,32.79,N
212500.0,2.6902,25,2135.0,691.0,566.0,320.0,32.79,N
193800.0,3.2625,18,1741.0,602.0,508.0,283.0,32.79,N
137500.0,1.7273,19,786.0,282.0,525.0,229.0,32.8,N
183300.0,2.93,23,1906.0,525.0,1029.0,491.0,32.8,N
190600.0,2.3482,22,2981.0,873.0,1751.0,745.0,32.8,N
244400.0,2.4643,27,1297.0,355.0,776.0,337.0,32.8,N
270000.0,3.8026,28,1508.0,263.0,996.0,267.0,32.81,N
362500.0,3.7813,21,1703.0,335.0,902.0,369.0,32.81,N
270600.0,3.2663,37,1096.0,260.0,490.0,267.0,32.8,N
258300.0,2.5568,32,1601.0,468.0,731.0,429.0,32.8,N
253100.0,2.5813,30,2061.0,631.0,1007.0,577.0,32.8,N
212500.0,2.9781,31,2182.0,630.0,1069.0,599.0,32.8,N
275000.0,3.0774,27,848.0,300.0,455.0,298.0,32.79,N
317100.0,3.6429,25,1627.0,375.0,735.0,378.0,32.79,N
193800.0,3.5486,20,1838.0,540.0,615.0,325.0,32.8,N
229400.0,3.225,21,2429.0,579.0,1011.0,538.0,32.8,N
216100.0,2.6403,31,1403.0,388.0,724.0,371.0,32.8,N
241700.0,3.0293,28,3379.0,918.0,1849.0,849.0,32.8,N
234800.0,2.9258,26,3433.0,873.0,1492.0,798.0,32.8,N
187500.0,2.1357,28,1072.0,331.0,692.0,321.0,32.8,N
112500.0,3.8018,18,2205.0,661.0,874.0,580.0,32.8,N
210000.0,2.288,19,1863.0,497.0,868.0,503.0,32.8,N
276300.0,2.4671,30,1917.0,462.0,828.0,437.0,32.8,N
238200.0,3.101,29,3376.0,882.0,1513.0,843.0,32.8,N
307400.0,3.3942,32,2402.0,551.0,1020.0,532.0,32.81,N
275000.0,4.2296,35,2281.0,506.0,1005.0,496.0,32.8,N
295500.0,3.3274,26,2442.0,659.0,1134.0,624.0,32.8,N
227800.0,2.8421,25,2076.0,586.0,1060.0,554.0,32.81,N
290600.0,2.3284,30,1328.0,346.0,577.0,328.0,32.81,N
326500.0,2.92,37,1616.0,421.0,650.0,395.0,32.81,N
500001.0,6.9553,35,1878.0,308.0,598.0,257.0,32.81,N
450000.0,3.744,30,1446.0,385.0,650.0,344.0,32.8,N
332400.0,5.4103,33,1588.0,289.0,683.0,301.0,32.81,N
394400.0,6.5881,34,2420.0,391.0,917.0,392.0,32.81,N
311900.0,3.9187,39,1846.0,350.0,765.0,329.0,32.81,N
376000.0,3.2109,34,1655.0,450.0,870.0,411.0,32.84,N
360300.0,2.9306,41,1420.0,338.0,640.0,314.0,32.84,N
410000.0,3.875,39,1877.0,426.0,805.0,409.0,32.83,N
500000.0,3.7306,34,2392.0,653.0,933.0,619.0,32.83,N
500001.0,4.1477,38,2367.0,480.0,891.0,428.0,32.83,N
500001.0,4.1793,35,2908.0,595.0,1068.0,529.0,32.82,N
405200.0,4.5083,42,2820.0,488.0,1175.0,500.0,32.82,N
500001.0,11.3074,42,2785.0,389.0,833.0,333.0,32.82,N
488900.0,2.3187,34,2105.0,444.0,780.0,406.0,32.85,N
381300.0,3.7596,21,2455.0,660.0,1015.0,597.0,32.84,N
475000.0,4.425,26,1373.0,336.0,608.0,268.0,32.85,N
500001.0,3.1324,28,2334.0,694.0,770.0,552.0,32.85,N
422200.0,5.9359,24,3271.0,508.0,1496.0,482.0,32.81,N
406300.0,8.1844,22,3205.0,429.0,1083.0,410.0,32.81,N
392300.0,7.2559,20,2467.0,332.0,731.0,335.0,32.82,N
500001.0,10.7751,19,1759.0,214.0,659.0,195.0,32.84,N
500001.0,8.2374,30,3652.0,499.0,978.0,462.0,32.85,N
500001.0,10.9529,17,2075.0,262.0,704.0,241.0,32.83,N
500001.0,6.1025,26,3940.0,657.0,1180.0,600.0,32.84,N
205000.0,1.858,18,5566.0,1465.0,6303.0,1458.0,32.88,N
274400.0,4.6875,26,1647.0,261.0,694.0,259.0,32.85,N
363600.0,8.051,19,2691.0,347.0,1154.0,366.0,32.84,N
316700.0,6.3955,25,4229.0,601.0,1634.0,574.0,32.85,N
326000.0,6.5382,24,3596.0,494.0,1573.0,492.0,32.86,N
260700.0,5.3693,26,1352.0,202.0,654.0,217.0,32.86,N
277800.0,4.2065,15,2593.0,521.0,901.0,456.0,32.85,N
277500.0,5.4067,26,2012.0,315.0,872.0,335.0,32.85,N
445700.0,7.4351,18,3109.0,501.0,949.0,368.0,32.83,N
474000.0,7.8013,19,5255.0,762.0,1773.0,725.0,32.82,N
500001.0,9.5245,23,6139.0,826.0,2036.0,807.0,32.82,N
500001.0,10.7721,24,1663.0,199.0,578.0,187.0,32.83,N
500001.0,8.496,34,5846.0,785.0,1817.0,747.0,32.82,N
500001.0,8.0639,35,1420.0,193.0,469.0,177.0,32.83,N
500001.0,6.8322,25,2355.0,381.0,823.0,358.0,32.92,N
500001.0,12.4429,30,1670.0,219.0,606.0,202.0,32.86,N
500001.0,5.1023,25,2911.0,533.0,1137.0,499.0,32.86,N
500001.0,7.2821,27,2530.0,469.0,594.0,326.0,32.86,N
500001.0,5.3787,42,1761.0,329.0,480.0,255.0,32.85,N
388500.0,6.7587,18,3117.0,475.0,904.0,368.0,32.85,N
500001.0,10.0707,22,3479.0,448.0,1252.0,440.0,32.85,N
272400.0,6.1805,18,4231.0,728.0,2030.0,720.0,32.86,N
267400.0,5.2113,19,3716.0,563.0,1788.0,587.0,32.86,N
295300.0,4.7891,22,3501.0,631.0,1297.0,581.0,32.85,N
213500.0,2.4207,26,2298.0,549.0,980.0,555.0,32.85,N
417500.0,5.102,15,2895.0,498.0,1164.0,443.0,32.85,N
204200.0,3.0104,15,2290.0,662.0,1034.0,594.0,32.87,N
188300.0,5.2326,16,1675.0,354.0,604.0,332.0,32.86,N
180100.0,3.6083,15,1199.0,301.0,510.0,296.0,32.86,N
209800.0,5.0855,15,1703.0,320.0,587.0,282.0,32.86,N
100000.0,3.045,16,1200.0,468.0,648.0,443.0,32.86,N
196800.0,5.417,11,3123.0,740.0,1223.0,634.0,32.87,N
148600.0,3.2794,16,2800.0,566.0,1267.0,518.0,32.86,N
171000.0,3.35,14,3512.0,807.0,1835.0,792.0,32.87,N
280800.0,3.6287,4,16289.0,4585.0,7604.0,4176.0,32.86,N
176600.0,3.8542,5,3511.0,1008.0,1599.0,918.0,32.87,N
156100.0,3.3176,14,3114.0,773.0,1592.0,776.0,32.89,N
267000.0,3.9356,4,4308.0,1095.0,1923.0,932.0,32.86,N
254400.0,4.1429,12,1428.0,303.0,528.0,269.0,32.87,N
169300.0,4.875,15,1613.0,303.0,702.0,240.0,32.91,N
174800.0,4.9464,14,1259.0,238.0,889.0,247.0,32.91,N
214600.0,6.0891,5,1619.0,272.0,1063.0,296.0,32.91,N
183200.0,4.8229,10,2349.0,431.0,1598.0,435.0,32.91,N
176100.0,4.2008,12,1681.0,381.0,1050.0,362.0,32.9,N
189100.0,4.3598,5,8576.0,1952.0,5006.0,1827.0,32.89,N
114600.0,2.8728,8,3405.0,961.0,1742.0,918.0,32.91,N
196300.0,3.6111,15,1450.0,266.0,747.0,290.0,32.91,N
151200.0,4.2969,16,3230.0,579.0,1825.0,576.0,32.91,N
154700.0,4.0,16,2715.0,581.0,1619.0,584.0,32.91,N
160300.0,3.7837,14,3014.0,710.0,2165.0,705.0,32.91,N
162100.0,4.2234,16,3217.0,716.0,2054.0,687.0,32.9,N
175200.0,3.7156,15,2785.0,644.0,1798.0,630.0,32.9,N
92500.0,2.8588,14,3249.0,937.0,1929.0,838.0,32.9,N
138200.0,4.6667,13,1743.0,363.0,854.0,353.0,32.9,N
169600.0,4.2614,16,2173.0,399.0,1460.0,393.0,32.92,N
163400.0,3.6196,17,1481.0,315.0,1002.0,300.0,32.92,N
106300.0,3.2151,7,1308.0,418.0,766.0,390.0,32.92,N
132500.0,3.814,6,3069.0,750.0,1541.0,736.0,32.92,N
184700.0,4.9706,15,3242.0,595.0,1936.0,593.0,32.92,N
191100.0,4.7266,16,1580.0,241.0,917.0,261.0,32.92,N
192300.0,5.5036,16,1565.0,257.0,893.0,239.0,32.92,N
180400.0,4.9375,15,4846.0,825.0,2797.0,823.0,32.94,N
195500.0,5.3062,16,2918.0,444.0,1697.0,444.0,32.93,N
171200.0,4.2109,14,1946.0,463.0,1205.0,390.0,32.93,N
166700.0,4.0521,12,1474.0,364.0,1009.0,372.0,32.93,N
171100.0,4.5086,16,2412.0,419.0,1612.0,422.0,32.93,N
218900.0,5.3625,7,1427.0,243.0,927.0,239.0,32.93,N
185300.0,5.1433,16,2718.0,438.0,1515.0,431.0,32.93,N
174400.0,5.2864,15,1558.0,314.0,949.0,332.0,32.92,N
168300.0,4.4615,16,1972.0,402.0,1377.0,413.0,32.92,N
182900.0,4.9024,16,2366.0,392.0,1482.0,407.0,32.92,N
168300.0,4.5221,16,2969.0,514.0,1594.0,465.0,32.92,N
210700.0,5.196,4,15025.0,2616.0,7560.0,2392.0,32.92,N
406200.0,6.6199,18,4773.0,743.0,1970.0,716.0,32.96,N
500001.0,5.8343,15,1036.0,149.0,395.0,157.0,32.95,N
500001.0,6.9794,15,1882.0,233.0,704.0,219.0,32.95,N
425900.0,6.7694,16,4755.0,807.0,1829.0,756.0,32.94,N
370500.0,5.9806,15,1804.0,339.0,673.0,296.0,32.94,N
329300.0,5.9547,18,1591.0,268.0,547.0,243.0,32.95,N
294400.0,5.2648,12,2165.0,437.0,792.0,386.0,32.94,N
271900.0,6.4321,5,2276.0,311.0,1158.0,317.0,32.98,N
249500.0,6.4696,10,3486.0,469.0,1700.0,483.0,32.97,N
260900.0,6.3237,4,19001.0,2688.0,8980.0,2441.0,32.95,N
241500.0,6.3721,12,5949.0,799.0,2936.0,781.0,32.96,N
240200.0,6.712,15,2267.0,292.0,1180.0,289.0,32.96,N
337000.0,7.6348,4,6423.0,1042.0,2607.0,983.0,32.98,N
467600.0,8.4355,3,6251.0,988.0,2330.0,893.0,32.96,N
322500.0,6.357,4,18123.0,3173.0,7301.0,2964.0,32.95,N
176900.0,3.7841,34,2936.0,597.0,1512.0,571.0,32.83,N
190200.0,5.4605,31,3958.0,727.0,1924.0,728.0,32.83,N
237300.0,5.7451,17,1124.0,187.0,553.0,205.0,32.83,N
200400.0,3.4318,31,2558.0,512.0,1164.0,492.0,32.83,N
183900.0,3.5234,35,756.0,135.0,423.0,136.0,32.82,N
187700.0,4.55,34,3353.0,544.0,1583.0,571.0,32.84,N
181400.0,3.2583,32,2033.0,394.0,989.0,389.0,32.84,N
182100.0,4.5402,34,2158.0,366.0,1046.0,335.0,32.84,N
176000.0,2.5909,36,1089.0,240.0,623.0,226.0,32.83,N
166000.0,3.5078,36,1475.0,328.0,806.0,327.0,32.83,N
199600.0,4.1806,28,3241.0,533.0,1334.0,513.0,32.83,N
162500.0,3.4482,35,2259.0,501.0,1340.0,511.0,32.83,N
184800.0,4.3862,33,4773.0,873.0,1954.0,845.0,32.81,N
212000.0,3.8529,31,2035.0,383.0,866.0,360.0,32.82,N
283800.0,5.2837,27,1318.0,216.0,495.0,191.0,32.81,N
303100.0,3.7963,22,3738.0,795.0,1476.0,728.0,32.82,N
362500.0,3.5078,24,730.0,196.0,335.0,203.0,32.81,N
161400.0,2.8472,35,1377.0,350.0,792.0,313.0,32.83,N
171600.0,3.9464,35,1217.0,220.0,643.0,237.0,32.82,N
172300.0,3.337,35,2772.0,537.0,1392.0,521.0,32.82,N
208200.0,5.0465,34,3850.0,608.0,1619.0,602.0,32.82,N
204000.0,5.253,35,1074.0,180.0,442.0,173.0,32.82,N
192900.0,4.9219,35,2197.0,353.0,945.0,357.0,32.82,N
175900.0,3.6667,31,3064.0,575.0,1476.0,549.0,32.84,N
165100.0,3.5606,30,2290.0,523.0,1272.0,472.0,32.84,N
167800.0,4.2768,32,1351.0,237.0,823.0,269.0,32.84,N
197100.0,5.5277,30,2492.0,406.0,1250.0,431.0,32.84,N
172000.0,3.875,35,2263.0,427.0,1001.0,408.0,32.84,N
184100.0,3.375,23,2105.0,525.0,1218.0,484.0,32.83,N
169800.0,4.0114,30,2288.0,448.0,1240.0,469.0,32.83,N
173300.0,4.3317,30,3225.0,555.0,1601.0,532.0,32.83,N
212500.0,5.3538,24,3541.0,530.0,1591.0,530.0,32.83,N
198100.0,2.7401,24,1623.0,417.0,911.0,397.0,32.82,N
197600.0,3.0375,21,2869.0,596.0,1471.0,577.0,32.82,N
182800.0,4.2708,27,2346.0,399.0,1105.0,373.0,32.83,N
162000.0,3.9265,31,1772.0,353.0,1090.0,350.0,32.83,N
188000.0,4.6875,28,2291.0,371.0,1098.0,382.0,32.82,N
184100.0,4.739,26,2424.0,388.0,974.0,375.0,32.81,N
185700.0,5.0603,26,788.0,127.0,346.0,125.0,32.81,N
179500.0,3.1032,19,6823.0,1509.0,3784.0,1509.0,32.81,N
187500.0,3.1146,24,1569.0,377.0,715.0,321.0,32.82,N
159000.0,2.2899,14,4328.0,1100.0,2046.0,1044.0,32.81,N
172400.0,3.6806,35,1213.0,200.0,532.0,181.0,32.81,N
159700.0,3.0625,37,422.0,79.0,211.0,80.0,32.8,N
177800.0,2.5,22,2259.0,634.0,1213.0,601.0,32.8,N
176300.0,3.6371,34,2275.0,375.0,1021.0,379.0,32.81,N
178700.0,4.22,33,3064.0,506.0,1355.0,488.0,32.81,N
177500.0,2.2284,25,2161.0,462.0,896.0,468.0,32.83,N
162300.0,4.5625,25,1756.0,301.0,722.0,312.0,32.82,N
204000.0,4.7679,28,3436.0,537.0,1503.0,498.0,32.81,N
207000.0,5.1491,33,5226.0,833.0,2221.0,839.0,32.81,N
217100.0,5.5454,10,3821.0,631.0,1605.0,609.0,32.8,N
198500.0,3.8542,30,2456.0,390.0,1022.0,393.0,32.8,N
140400.0,3.2661,30,5201.0,1104.0,2961.0,1064.0,32.79,N
123600.0,2.2663,44,2262.0,647.0,3009.0,657.0,32.79,N
133300.0,2.1447,43,1269.0,297.0,946.0,285.0,32.79,N
187500.0,2.5682,25,1399.0,329.0,1308.0,355.0,32.8,N
157600.0,3.4706,20,2827.0,554.0,1822.0,536.0,32.8,N
87500.0,2.75,27,1937.0,537.0,1211.0,482.0,32.8,N
146300.0,3.7292,23,2395.0,476.0,2284.0,488.0,32.8,N
178600.0,3.6375,24,3566.0,765.0,1697.0,722.0,32.78,N
154300.0,3.3375,32,1731.0,413.0,1569.0,427.0,32.79,N
164100.0,2.3658,17,3845.0,1051.0,3102.0,944.0,32.78,N
165000.0,3.7381,34,2515.0,488.0,1594.0,515.0,32.78,N
145200.0,2.2768,42,1104.0,305.0,892.0,270.0,32.78,N
166800.0,3.767,35,1399.0,274.0,695.0,281.0,32.77,N
164800.0,4.5481,6,3856.0,875.0,1547.0,816.0,32.77,N
87500.0,2.7386,16,2374.0,780.0,913.0,705.0,32.77,N
158900.0,3.6492,8,3694.0,997.0,1297.0,807.0,32.76,N
67500.0,2.6493,17,711.0,254.0,327.0,227.0,32.76,N
210000.0,3.0481,21,4185.0,1018.0,3122.0,993.0,32.78,N
200600.0,3.4,23,1215.0,225.0,592.0,224.0,32.77,N
302100.0,5.5413,26,2496.0,407.0,1062.0,380.0,32.81,N
200000.0,3.8542,34,4854.0,912.0,2089.0,854.0,32.8,N
300000.0,5.0958,16,2079.0,394.0,746.0,383.0,32.79,N
294100.0,4.2417,33,2573.0,436.0,1084.0,443.0,32.8,N
289600.0,3.7102,34,1398.0,222.0,532.0,244.0,32.8,N
166300.0,3.1304,16,2593.0,794.0,1235.0,684.0,32.8,N
168400.0,2.3599,36,4018.0,1067.0,1620.0,842.0,32.8,N
235100.0,3.8571,36,1514.0,258.0,665.0,278.0,32.79,N
238400.0,3.3713,35,1788.0,378.0,777.0,374.0,32.79,N
276000.0,4.7788,31,3417.0,533.0,1245.0,532.0,32.79,N
