Hour,DayOfWeek,Month,Year,PdDistrict,Address,X,Y,ViolentCrime
19,7,4,2016,BAYVIEW,1400 Block of VANDYKE AV,-122.389588134185,37.7276265553903,Yes
8,4,12,2003,RICHMOND,CONSERVATORY DR / ARGUELLO BL,-122.459089944814,37.7732428989488,No
12,5,12,2004,TARAVAL,500 Block of VICTORIA ST,-122.465305223392,37.7206994601174,No
0,6,10,2016,NORTHERN,TURK ST / GOUGH ST,-122.423918786916,37.7815338127818,Yes
19,5,2,2009,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711,No
11,1,10,2009,BAYVIEW,BAY SHORE BL / OAKDALE AV,-122.405242467114,37.7430506903112,Yes
20,7,3,2014,RICHMOND,5200 Block of GEARY BL,-122.475627259897,37.7803787783708,No
12,3,6,2015,CENTRAL,600 Block of GEARY ST,-122.414010814727,37.7866770011071,No
0,3,7,2008,NORTHERN,900 Block of LARKIN ST,-122.418201870328,37.7863251027379,No
1,2,11,2014,RICHMOND,GEARY BL / 3RD AV,-122.461062711176,37.7811580519204,Yes
5,6,3,2009,CENTRAL,1200 Block of LEAVENWORTH ST,-122.415957961275,37.7925903637175,No
18,7,12,2005,NORTHERN,2100 Block of LARKIN ST,-122.420342483795,37.7975886223836,No
19,6,12,2015,CENTRAL,700 Block of VALLEJO ST,-122.409791662293,37.7985083480435,No
11,3,11,2015,CENTRAL,900 Block of BATTERY ST,-122.401267703652,37.8000126213743,No
14,6,1,2006,RICHMOND,700 Block of PRESIDIO AV,-122.446264333485,37.7849034219604,No
0,5,3,2017,CENTRAL,600 Block of STOCKTON ST,-122.407354509443,37.7917926375029,No
0,5,5,2013,TENDERLOIN,100 Block of TURK ST,-122.411615075408,37.7831614109395,No
9,6,4,2008,BAYVIEW,1400 Block of PHELPS ST,-122.394438859914,37.7364438996732,No
22,5,10,2007,SOUTHERN,800 Block of BRYANT ST,-122.403404791479,37.775420706711,No
20,7,2,2009,INGLESIDE,1200 Block of SUNNYDALE AV,-122.414017542167,37.7112967864555,No
11,7,2,2005,MISSION,WIESE ST / 16TH ST,-122.420580440119,37.7649968622982,No
17,5,7,2014,INGLESIDE,3300 Block of MISSION ST,-122.421644478447,37.7429970144076,No
23,6,5,2003,INGLESIDE,400 Block of VIENNA ST,-122.429901316265,37.7212651901839,No
17,1,3,2009,MISSION,2300 Block of 16TH ST,-122.409529913278,37.7657184395282,No
20,1,11,2008,INGLESIDE,2100 Block of CASTRO ST,-122.433361279962,37.7445023864368,Yes
14,4,4,2015,TARAVAL,9TH AV / KIRKHAM ST,-122.466051881596,37.7603107892668,No
17,1,5,2004,MISSION,2500 Block of MISSION ST,-122.418891810986,37.7562166627216,No
12,3,4,2003,NORTHERN,2800 Block of STEINER ST,-122.436925479507,37.7954829440321,No
23,6,4,2017,MISSION,SOUTH VAN NESS AV / 17TH ST,-122.41733258259,37.7635718955893,No
23,6,10,2013,NORTHERN,600 Block of FULTON ST,-122.428249599273,37.7780677663985,No
22,3,5,2014,INGLESIDE,300 Block of ELSIE ST,-122.419770277118,37.7395006878932,No
22,7,12,2006,MISSION,2400 Block of MISSION ST,-122.418887293065,37.7576217212029,Yes
21,5,10,2003,SOUTHERN,1300 Block of STEVENSON ST,-122.42173251154,37.7707590888754,No
7,6,12,2003,BAYVIEW,22ND ST / PENNSYLVANIA AV,-122.393123359916,37.7576508232164,No
20,2,9,2012,PARK,100 Block of BELVEDERE ST,-122.449192056455,37.7677915121484,No
21,4,4,2006,MISSION,1100 Block of POTRERO AV,-122.406324313914,37.7536322498822,No
15,4,4,2013,MISSION,900 Block of VALENCIA ST,-122.421301773834,37.7580957160416,No
23,4,12,2009,NORTHERN,2400 Block of CALIFORNIA ST,-122.434689351674,37.7888538411014,No
11,7,6,2016,INGLESIDE,1000 Block of TOMPKINS AV,-122.410068453375,37.7368208487091,No
18,3,9,2006,MISSION,22ND ST / HARRISON ST,-122.412199182895,37.7558320631383,No
22,3,4,2009,TARAVAL,600 Block of GONZALEZ DR,-122.479670253705,37.7166007650416,Yes
22,6,4,2009,PARK,GOLDEN GATE AV / BAKER ST,-122.441866017677,37.7783003575524,No
0,6,3,2011,MISSION,500 Block of ALABAMA ST,-122.412041634416,37.7622714633418,No
13,5,2,2003,CENTRAL,200 Block of POST ST,-122.406000218489,37.7885406192723,No
8,4,6,2012,SOUTHERN,JONES ST / MARKET ST,-122.411979487494,37.7809039696758,No
20,2,4,2016,NORTHERN,1300 Block of BUSH ST,-122.419486234049,37.7887480806774,No
21,2,12,2004,RICHMOND,300 Block of CLEMENT ST,-122.462820934738,37.7829584656072,No
13,4,11,2008,NORTHERN,600 Block of LINDEN ST,-122.428644258416,37.7756257396589,No
6,2,8,2011,BAYVIEW,CAROLINA ST / 22ND ST,-122.399911521702,37.7572421779634,No
16,3,11,2013,TENDERLOIN,400 Block of EDDY ST,-122.41506687647,37.7835634796332,No
19,1,4,2015,CENTRAL,PINE ST / LARKIN ST,-122.418844748098,37.7898297669592,No
12,1,4,2016,BAYVIEW,0 Block of BALDWIN CT,-122.380699830668,37.7297194419738,Yes
8,6,5,2005,BAYVIEW,1600 Block of PALOU AV,-122.391849084977,37.7345805334314,No
7,6,7,2011,TARAVAL,100 Block of ESCOLTA WY,-122.489135850233,37.738039294391,No
9,5,12,2007,CENTRAL,700 Block of GEARY ST,-122.415632654294,37.7863587808386,No
0,3,3,2016,CENTRAL,2200 Block of POWELL ST,-122.411973898457,37.8055908693145,Yes
21,2,11,2011,NORTHERN,0 Block of AVERY ST,-122.433771911064,37.7847388740041,No
0,1,1,2016,BAYVIEW,2400 Block of SAN BRUNO AV,-122.404952461327,37.7307376243582,No
18,6,1,2009,CENTRAL,BEACH ST / POLK ST,-122.42384881373,37.8062214269911,No
6,3,4,2010,MISSION,17TH ST / MISSION ST,-122.419515708406,37.7634292328496,No
10,7,5,2011,SOUTHERN,1800 Block of MARKET ST,-122.424360563656,37.7709874049037,No
22,5,5,2004,RICHMOND,700 Block of 30TH AV,-122.489677253609,37.7751100512376,No
19,7,7,2012,SOUTHERN,0 Block of DORE ST,-122.413045971966,37.7738617771611,No
8,1,8,2005,INGLESIDE,1900 Block of SUNNYDALE AV,-122.417144802399,37.7121502932531,No
2,1,5,2008,MISSION,0 Block of POND ST,-122.432131306412,37.7634671705358,No
19,6,6,2003,TENDERLOIN,600 Block of OFARRELL ST,-122.414850480524,37.7856087588303,No
19,7,3,2010,INGLESIDE,100 Block of PRECITA AV,-122.417225757723,37.7471608234479,No
11,1,1,2013,PARK,FULTON ST / PIERCE ST,-122.434865853498,37.7772809749441,No
21,6,2,2015,TARAVAL,1200 Block of LA PLAYA ST,-122.509265276857,37.7630727687234,No
16,5,9,2005,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,No
10,6,5,2004,NORTHERN,2400 Block of LARKIN ST,-122.420906284875,37.8003854116855,No
18,3,4,2014,PARK,1500 Block of HAIGHT ST,-122.447783070559,37.7699549503465,No
9,1,3,2012,TENDERLOIN,0 Block of MASON ST,-122.409268441444,37.7837998723601,No
2,7,5,2010,RICHMOND,400 Block of 10TH AV,-122.468424660798,37.779844347061,No
11,6,10,2005,SOUTHERN,800 Block of MARKET ST,-122.407633520742,37.7841893501425,No
15,7,7,2017,CENTRAL,BROADWAY ST / SANSOME ST,-122.402232454222,37.7984302773598,No
21,2,5,2008,BAYVIEW,2100 Block of BAY SHORE BL,-122.401128066941,37.7124694767293,No
17,2,3,2003,TARAVAL,0 Block of CERRITOS AV,-122.467773882522,37.7264622857812,No
23,5,9,2005,INGLESIDE,MISSION ST / SILVER AV,-122.431295002937,37.7287297938629,Yes
23,6,5,2006,CENTRAL,1200 Block of CLAY ST,-122.413676369473,37.7933799961884,Yes
19,1,10,2016,TENDERLOIN,200 Block of MCALLISTER ST,-122.415754575208,37.780719182394,No
13,3,2,2007,SOUTHERN,TOWNSEND ST / 5TH ST,-122.397207764774,37.7753329097568,No
21,3,11,2009,INGLESIDE,0 Block of GOLDMINE DR,-122.437210226007,37.7438126629122,No
7,3,1,2015,INGLESIDE,300 Block of SURREY ST,-122.436933566027,37.7358540624349,No
11,6,12,2010,SOUTHERN,700 Block of HARRISON ST,-122.398929855632,37.7812561963316,No
22,4,4,2005,CENTRAL,BAY ST / POLK ST,-122.42346807297,37.8043542492874,No
23,1,10,2010,NORTHERN,CEDAR ST / LARKIN ST,-122.418182397674,37.7865662290665,Yes
8,4,9,2013,BAYVIEW,0 Block of NICHOLS WY,-122.38724435334,37.7195130001474,No
19,4,1,2014,NORTHERN,0 Block of DANIELBURNHAM CT,-122.422540554174,37.7869088658022,No
0,5,5,2006,TARAVAL,SAN JOSE AV / LAKEVIEW AV,-122.450378171697,37.7161694707734,No
19,2,2,2018,PARK,1900 Block of HAYES ST,-122.448533556177,37.7736810559876,Yes
0,4,9,2016,BAYVIEW,1200 Block of 4TH ST,-122.391259037656,37.7723592848678,No
8,7,2,2009,SOUTHERN,0 Block of NEWMONTGOMERY ST,-122.401817240144,37.788440503956,No
6,2,12,2003,NORTHERN,1300 Block of POLK ST,-122.420379009339,37.7894014789877,No
0,6,5,2015,SOUTHERN,TOWNSEND ST / LUSK AL,-122.393859499886,37.7779770738329,No
19,3,3,2018,INGLESIDE,MATEO ST / ARLINGTON ST,-122.428429547647,37.7358583473786,No
10,3,7,2014,BAYVIEW,1200 Block of HOLLISTER AV,-122.395098403651,37.7213030940671,Yes
10,2,5,2007,CENTRAL,BAY ST / KEARNY ST,-122.407149304657,37.806426731679,No
16,1,5,2006,TENDERLOIN,100 Block of JONES ST,-122.412249767634,37.782556330202,No
17,7,1,2012,SOUTHERN,400 Block of MINNA ST,-122.407387172098,37.7810688918781,Yes
22,7,11,2014,SOUTHERN,800 Block of MARKET ST,-122.406520987144,37.7850629421661,No
7,4,2,2012,SOUTHERN,0 Block of MARKET ST,-122.395097774181,37.7940590485562,No
3,1,5,2014,NORTHERN,1100 Block of FILLMORE ST,-122.431979576386,37.7800478529923,No
14,4,2,2011,RICHMOND,38TH AV / FULTON ST,-122.498113827222,37.7719324282176,No
2,4,6,2010,TARAVAL,0 Block of ROCKRIDGE DR,-122.469748625841,37.7508105921877,No
9,2,2,2007,RICHMOND,3400 Block of ANZA ST,-122.485137657939,37.7780862379806,No
1,7,3,2011,MISSION,20TH ST / CAPP ST,-122.41796448376,37.7586968166489,No
17,6,3,2008,CENTRAL,200 Block of BAY ST,-122.41113552527,37.8058701106587,No
21,2,6,2007,MISSION,3400 Block of 25TH ST,-122.419699797788,37.7506095949384,Yes
2,1,8,2012,MISSION,100 Block of ALBION ST,-122.422745150389,37.7644531018337,No
19,4,9,2008,NORTHERN,PINE ST / VANNESS AV,-122.422139511488,37.7894107633457,No
12,4,11,2013,INGLESIDE,200 Block of MAYNARD ST,-122.424906786446,37.729398384778,No
11,6,6,2016,MISSION,FOLSOM ST / 24TH ST,-122.414089000708,37.7525050785758,No
17,2,12,2004,NORTHERN,1900 Block of WASHINGTON ST,-122.425342309555,37.7926813633502,No
13,6,5,2004,SOUTHERN,800 Block of MARKET ST,-122.406520987144,37.7850629421661,No
15,7,10,2014,CENTRAL,1100 Block of BUSH ST,-122.416221156508,37.7892672343725,No
11,7,1,2004,NORTHERN,1600 Block of JACKSON ST,-122.422253299565,37.7940917260344,No
17,2,9,2014,BAYVIEW,DWIGHT ST / BRUSSELS ST,-122.404067591181,37.7235253009012,No
18,3,9,2011,CENTRAL,400 Block of BAY ST,-122.414427932689,37.8054616189682,No
11,1,6,2015,TENDERLOIN,EDDY ST / JONES ST,-122.412597377187,37.7839320277273,No
0,4,1,2005,PARK,HAIGHT ST / STANYAN ST,-122.453534560634,37.7691662978103,No
7,6,3,2012,TARAVAL,0 Block of HOWTH ST,-122.449900126155,37.7225468563197,No
0,6,3,2011,RICHMOND,PACIFIC AV / BRODERICK ST,-122.443007407732,37.7922963629568,No
7,7,4,2012,RICHMOND,400 Block of 6TH AV,-122.464279879446,37.7800332991006,No
20,5,10,2015,RICHMOND,PARKPRESIDIO BL / BALBOA ST,-122.472041312512,37.7768682383667,No
16,4,3,2005,INGLESIDE,0 Block of BROOKDALE AV,-122.4208910342,37.7120920675614,Yes
6,6,7,2016,MISSION,1100 Block of CAPP ST,-122.417399298808,37.7484573958518,No
19,3,1,2014,PARK,0 Block of SHRADER ST,-122.452839772389,37.7745145380854,No
16,3,10,2017,TARAVAL,100 Block of VALE AV,-122.484031737517,37.7348397112796,No
18,2,6,2012,BAYVIEW,TURNER TR / MISSOURI ST,-122.395685389591,37.7570410318583,No
11,5,3,2009,PARK,2400 Block of GEARY BL,-122.443597047511,37.7826435280939,No
12,2,6,2008,TENDERLOIN,200 Block of MCALLISTER ST,-122.416577792446,37.780614876154,Yes
18,1,8,2006,TENDERLOIN,200 Block of LEAVENWORTH ST,-122.414217804322,37.7832593295025,No
9,6,1,2009,MISSION,3100 Block of CESAR CHAVEZ ST,-122.412594354828,37.7481660056223,No
9,5,2,2011,INGLESIDE,3100 Block of MISSION ST,-122.418732763058,37.7474955268543,Yes
21,4,5,2006,RICHMOND,3400 Block of BALBOA ST,-122.495731177017,37.7758429042134,No
15,6,5,2013,PARK,SCOTT ST / EDDY ST,-122.437262577518,37.7808016285055,No
22,3,11,2017,BAYVIEW,LANE ST / YOSEMITE AV,-122.393531405131,37.7279144008347,No
4,4,7,2006,BAYVIEW,QUINT ST / BAY SHORE BL,-122.403023976747,37.7299040507398,No
17,3,9,2003,NORTHERN,FRANCISCO ST / BAKER ST,-122.446351238863,37.8004847264874,No
17,5,6,2011,RICHMOND,GEARY BL / 20TH AV,-122.47938403981,37.7803326972451,No
15,7,4,2005,SOUTHERN,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239,No
12,1,11,2003,RICHMOND,3000 Block of GEARY BL,-122.451616532227,37.7817893440844,Yes
11,5,11,2004,NORTHERN,1800 Block of FILLMORE ST,-122.43343589718,37.7865533498473,No
16,1,12,2010,TENDERLOIN,JONES ST / ELLIS ST,-122.412784096502,37.7848656939526,No
18,6,7,2005,NORTHERN,400 Block of STEINER ST,-122.432443710861,37.7732933411437,No
15,2,5,2008,NORTHERN,STEINER ST / POST ST,-122.434733246333,37.7849443169969,No
15,6,3,2005,NORTHERN,GREEN ST / DIVISADERO ST,-122.441902639389,37.795319693052,No
3,2,10,2006,TENDERLOIN,ELLIS ST / LEAVENWORTH ST,-122.414433155063,37.7846576329256,No
15,6,12,2014,INGLESIDE,ROTTECK ST / STILL ST,-122.430842583205,37.7318165333167,No
13,4,1,2010,BAYVIEW,1500 Block of SHAFTER AV,-122.389768984951,37.7305636925712,No
13,7,4,2003,INGLESIDE,SAN JOSE AV / KINGSTON ST,-122.423523585663,37.7416878778248,No
6,2,6,2014,TENDERLOIN,JONES ST / OFARRELL ST,-122.412970537591,37.7857883766888,Yes
6,2,7,2003,MISSION,2400 Block of MARKET ST,-122.435664298117,37.762319163767,No
16,5,6,2009,TENDERLOIN,200 Block of JONES ST,-122.412436901867,37.7834857455601,No
17,1,12,2012,BAYVIEW,GOETTINGEN ST / OLMSTEAD ST,-122.404566180586,37.7220641144027,No
13,3,3,2005,PARK,1800 Block of GOLDEN GATE AV,-122.441044298253,37.7783492556721,No
9,1,1,2017,BAYVIEW,0 Block of BAYVIEW ST,-122.394380259354,37.7328573059558,No
22,4,7,2011,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,Yes
1,3,3,2009,RICHMOND,300 Block of 7TH AV,-122.465490381382,37.7819066124774,Yes
13,3,12,2016,TENDERLOIN,0 Block of MCALLISTER ST,-122.412596970637,37.7811192121542,No
18,4,1,2016,TARAVAL,1200 Block of 15TH AV,-122.472785857895,37.7646817096397,Yes
2,2,10,2009,INGLESIDE,0 Block of COLERIDGE ST,-122.419090461302,37.7445598689955,No
10,5,4,2012,TARAVAL,400 Block of ULLOA ST,-122.458226300605,37.7413616001449,No
19,6,7,2012,INGLESIDE,1500 Block of VALENCIA ST,-122.420272135283,37.7473316298785,No
21,6,10,2003,TARAVAL,300 Block of RANDOLPH ST,-122.465757150563,37.7142285364699,No
0,2,8,2014,CENTRAL,LEAVENWORTH ST / WASHINGTON ST,-122.416294726566,37.793892707831,No
19,4,8,2006,CENTRAL,0 Block of CHESTNUT ST,-122.40423083935,37.8049375434753,No
9,7,5,2009,SOUTHERN,100 Block of NEWMONTGOMERY ST,-122.399289033567,37.786383021575,No
18,4,11,2014,NORTHERN,800 Block of FILLMORE ST,-122.431549683056,37.7772301113523,No
2,7,6,2004,NORTHERN,FELL ST / VAN NESS AV,-122.419507546176,37.7763700981226,Yes
1,3,1,2013,NORTHERN,2700 Block of VANNESS AV,-122.424621298288,37.8008471613988,No
8,6,1,2014,TARAVAL,2700 Block of 19TH AV,-122.475101439586,37.7367324605724,Yes
2,3,11,2013,RICHMOND,700 Block of 6TH AV,-122.46374207012,37.7744829292216,No
19,7,8,2009,NORTHERN,FRANKLIN ST / FELL ST,-122.421149407714,37.7761593097669,No
16,2,9,2014,RICHMOND,500 Block of 48TH AV,-122.509227802516,37.777989332035,No
18,5,8,2015,CENTRAL,2900 Block of LARKIN ST,-122.421844581151,37.8050485536146,No
19,6,7,2008,PARK,2100 Block of TURK ST,-122.444528196045,37.7788811091486,No
10,3,5,2012,INGLESIDE,500 Block of SILVER AV,-122.423945117394,37.7286939836838,No
18,6,9,2016,RICHMOND,100 Block of SEACLIFF AV,-122.487546538274,37.788782447872,No
16,3,5,2014,NORTHERN,FILLMORE ST / OAK ST,-122.430827580272,37.7739712165626,No
10,5,3,2018,CENTRAL,2600 Block of TAYLOR ST,-122.415457389028,37.8068271282807,No
11,6,2,2011,BAYVIEW,SAN BRUNO AV / BURROWS ST,-122.404099929802,37.7288373396427,No
21,2,3,2014,TARAVAL,19TH AV / HOLLOWAY AV,-122.475222189932,37.7210571460375,No
0,7,2,2008,SOUTHERN,GOLDEN GATE AV / TAYLOR ST,-122.41029351969,37.7822305870036,No
12,5,3,2007,BAYVIEW,2900 Block of HAWES ST,-122.391318351409,37.717746437668,No
20,4,2,2012,SOUTHERN,200 Block of 9TH ST,-122.412845031536,37.7748170645635,No
11,6,5,2008,NORTHERN,TURK ST / LAGUNA ST,-122.427206305932,37.7811175256377,No
15,3,11,2009,CENTRAL,0 Block of WAYNE PL,-122.410893932653,37.7967431136329,No
2,6,3,2003,TENDERLOIN,GOLDEN GATE AV / JONES ST,-122.412224164743,37.78207293118,No
15,6,3,2012,SOUTHERN,600 Block of HARRISON ST,-122.395383144275,37.7840577595253,No
12,3,7,2003,INGLESIDE,0 Block of CAYUGA AV,-122.430149660889,37.7312954707064,No
18,1,4,2014,RICHMOND,500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593,No
16,6,7,2009,NORTHERN,1500 Block of POLK ST,-122.420713728356,37.7910545718408,No
17,3,11,2005,CENTRAL,JACKSON ST / MONTGOMERY ST,-122.403499804598,37.7964183278764,No
13,1,3,2017,TARAVAL,2300 Block of 24TH AV,-122.48118317163,37.7437268170337,Yes
14,1,8,2016,INGLESIDE,0 Block of RUSSIA AV,-122.436724043712,37.721435763041,Yes
14,6,5,2014,BAYVIEW,1100 Block of OAKDALE AV,-122.382192583973,37.7298874272325,No
23,1,1,2016,BAYVIEW,800 Block of ILLINOIS ST,-122.387697223638,37.7611719792041,No
0,6,6,2016,MISSION,3300 Block of CESAR CHAVEZ ST,-122.417059385145,37.7480778892528,No
19,5,6,2008,MISSION,1000 Block of TREAT AV,-122.412997638087,37.7533573828793,No
22,7,9,2008,NORTHERN,200 Block of PAGE ST,-122.424851402509,37.773829832494,No
8,4,7,2013,BAYVIEW,2400 Block of GRIFFITH ST,-122.386437671186,37.7191834462785,No
12,6,11,2010,INGLESIDE,0 Block of PHELAN AV,-122.452289660492,37.7256933575703,No
19,1,6,2015,CENTRAL,TAYLOR ST / BROADWAY ST,-122.413561546528,37.7970383464253,No
15,1,11,2003,TARAVAL,0 Block of PINTO AV,-122.482203173973,37.7203700904765,Yes
8,6,7,2015,TENDERLOIN,300 Block of EDDY ST,-122.412969489288,37.7839407423872,No
1,1,9,2010,NORTHERN,1000 Block of VANNESS AV,-122.421372762741,37.7849651112525,No
14,4,8,2016,SOUTHERN,500 Block of BRYANT ST,-122.397501734179,37.7800859438702,Yes
8,6,6,2005,MISSION,2000 Block of MISSION ST,-122.41965834371,37.7642205603745,No
12,2,1,2017,CENTRAL,400 Block of SUTTER ST,-122.407802668376,37.7893818905021,No
12,1,2,2011,MISSION,400 Block of CHURCH ST,-122.428472943211,37.7632373029081,No
18,7,1,2011,INGLESIDE,0 Block of OTTAWA AV,-122.444696289924,37.7143071288656,No
18,2,9,2003,CENTRAL,700 Block of BATTERY ST,-122.401027377105,37.7981172349798,No
8,7,11,2007,TARAVAL,2200 Block of 44TH AV,-122.502604851077,37.7446530029634,No
4,4,10,2010,MISSION,500 Block of SOUTH VAN NESS AV,-122.41747701285,37.764357751686,Yes
22,5,11,2005,NORTHERN,LARKIN ST / HEMLOCK ST,-122.418368839172,37.7874861572042,No
20,4,8,2011,INGLESIDE,0 Block of MIGUEL ST,-122.429747127692,37.7391370955415,No
21,6,1,2006,PARK,700 Block of COLE ST,-122.450171757009,37.7672056686338,Yes
12,3,8,2005,NORTHERN,600 Block of HAYES ST,-122.427093375316,37.7763027391045,No
12,1,4,2014,PARK,JOHNFKENNEDY DR / KEZAR DR,-122.455290394867,37.7709281905136,No
9,3,10,2006,NORTHERN,100 Block of GROVE ST,-122.419063862505,37.7783268674219,No
16,7,1,2017,SOUTHERN,10TH ST / MISSION ST,-122.41591119887,37.7752721501379,No
7,7,4,2008,TENDERLOIN,200 Block of GOLDEN GATE AV,-122.415083177799,37.7816524457175,No
19,7,10,2008,MISSION,3200 Block of CESAR CHAVEZ ST,-122.415397960717,37.7481084356047,No
16,7,4,2005,RICHMOND,300 Block of 30TH AV,-122.490227406847,37.7826929166086,No
0,6,1,2016,MISSION,16TH ST / HARRISON ST,-122.413107622693,37.7654480180266,No
1,2,2,2017,SOUTHERN,0 Block of MINNA ST,-122.398708168891,37.788089672437,No
0,6,2,2018,SOUTHERN,500 Block of NATOMA ST,-122.408201798882,37.7796886144323,No
14,7,4,2012,SOUTHERN,800 Block of MARKET ST,-122.406520987144,37.7850629421661,No
12,5,5,2011,BAYVIEW,VISITACION AV / BAY SHORE BL,-122.404226078396,37.7104088782401,No
16,2,10,2012,SOUTHERN,400 Block of 5TH ST,-122.40085398952,37.7781649349602,No
9,3,3,2009,PARK,7TH AV / LINCOLN WY,-122.464299701157,37.7660152007973,No
9,7,6,2006,NORTHERN,POLK ST / WASHINGTON ST,-122.421231781955,37.7932574953959,No
22,7,9,2006,CENTRAL,600 Block of BEACH ST,-122.420073797567,37.8066626780589,No
7,6,9,2009,TENDERLOIN,ELLIS ST / JONES ST,-122.412784096502,37.7848656939526,Yes
6,5,4,2016,SOUTHERN,GRACE ST / HOWARD ST,-122.413946720225,37.7743783512876,No
18,4,1,2008,TARAVAL,PORTOLA DR / CLAREMONT BL,-122.465236320714,37.7396837660913,No
12,6,5,2009,TENDERLOIN,JONES ST / ELLIS ST,-122.412784096502,37.7848656939526,No
15,3,10,2009,TENDERLOIN,100 Block of EDDY ST,-122.410135236377,37.7841889075267,No
10,6,10,2004,INGLESIDE,500 Block of VALLEY ST,-122.434268338413,37.7441153984165,No
19,3,3,2015,INGLESIDE,900 Block of ROLPH ST,-122.428709344882,37.7110930312676,No
20,7,6,2013,NORTHERN,900 Block of MCALLISTER ST,-122.428464085513,37.7791067704679,No
19,5,7,2014,CENTRAL,900 Block of KEARNY ST,-122.405283980519,37.7965510480789,Yes
20,4,9,2005,MISSION,23RD ST / YORK ST,-122.408344147539,37.7544524156682,No
9,5,3,2005,CENTRAL,0 Block of DRUMM ST,-122.396556426173,37.7941169057941,No
4,5,1,2013,INGLESIDE,0 Block of MACEDONIA ST,-122.407006715115,37.7460080016482,No
12,4,12,2015,TARAVAL,2100 Block of 24TH AV,-122.481305019184,37.7474613181905,No
16,3,11,2005,TARAVAL,1800 Block of OCEAN AV,-122.461683159559,37.7251897236748,No
16,2,8,2015,SOUTHERN,0 Block of DEBOOM ST,-122.392304134983,37.7825967571249,No
7,2,2,2003,MISSION,0 Block of HARTFORD ST,-122.433912487821,37.7617417986798,No
12,4,9,2007,SOUTHERN,700 Block of NATOMA ST,-122.412904380868,37.7759981805312,No
6,7,1,2004,BAYVIEW,1700 Block of NEWCOMB AV,-122.392563426886,37.7368743139473,Yes
9,3,10,2009,RICHMOND,500 Block of 10TH AV,-122.468289062405,37.7779534929462,No
16,6,10,2009,PARK,HAYES ST / LYON ST,-122.442756145449,37.7743575833102,No
0,1,6,2005,CENTRAL,400 Block of POWELL ST,-122.408431861057,37.7887772719153,No
15,5,3,2011,SOUTHERN,500 Block of 9TH ST,-122.407702149718,37.7706967930865,No
19,3,12,2007,MISSION,3100 Block of 24TH ST,-122.414634473592,37.7525276230522,Yes
5,5,7,2015,TENDERLOIN,500 Block of LEAVENWORTH ST,-122.414645409901,37.7860688364633,No
22,1,1,2010,NORTHERN,0 Block of IMPERIAL AV,-122.42667663186,37.799874550221,No
9,7,4,2013,INGLESIDE,100 Block of APPLETON AV,-122.42189877187,37.7379500847076,No
6,3,5,2004,NORTHERN,1800 Block of CLAY ST,-122.423544081104,37.7921222370469,No
4,7,7,2011,NORTHERN,VANNESS AV / MCALLISTER ST,-122.420250482603,37.7800745746334,No
1,4,9,2008,MISSION,MISSION ST / 16TH ST,-122.419671780296,37.7650501214668,No
15,4,9,2003,INGLESIDE,SUNNYDALE AV / GARRISON AV,-122.412886419808,37.711037688683,No
7,2,7,2006,TARAVAL,ULLOA ST / WESTPORTAL AV,-122.465828621989,37.7408907892304,Yes
8,7,9,2015,SOUTHERN,0 Block of MARKET ST,-122.395097774181,37.7940590485562,No
10,4,12,2005,NORTHERN,1300 Block of BUSH ST,-122.419508197521,37.7888565421382,Yes
16,2,11,2006,MISSION,100 Block of LANDERS ST,-122.427720856367,37.7650823974772,Yes
18,4,1,2011,TARAVAL,2200 Block of GREAT HY,-122.507245187757,37.7444515250052,No
19,1,12,2013,MISSION,2000 Block of MARKET ST,-122.426955631709,37.769247063207,Yes
19,7,4,2013,MISSION,MISSION ST / 14TH ST,-122.419983447697,37.7682726763619,No
17,2,5,2012,NORTHERN,MARKET ST / CHURCH ST,-122.428950032727,37.7675027326801,No
1,2,7,2017,INGLESIDE,5700 Block of MISSION ST,-122.449729173956,37.7098635927288,Yes
12,6,6,2006,MISSION,100 Block of DUBOCE AV,-122.422760608099,37.7698990326822,No
20,5,2,2011,SOUTHERN,HARRISON ST / HAWTHORNE ST,-122.396265814237,37.7834404321177,No
16,5,12,2006,TARAVAL,200 Block of FARALLONES ST,-122.460846769263,37.7140971125797,No
21,1,5,2015,MISSION,17TH ST / VALENCIA ST,-122.421733767763,37.7632996945938,No
16,4,2,2011,TENDERLOIN,0 Block of POWELL ST,-122.407707096397,37.7851034545661,No
14,5,11,2017,SOUTHERN,800 Block of MARKET ST,-122.406520987144,37.7850629421661,No
22,7,9,2003,BAYVIEW,0 Block of DAKOTA ST,-122.395635436168,37.7535645746594,No
2,6,3,2004,MISSION,16TH ST / CAPP ST,-122.418701003292,37.7651098786267,Yes
11,4,4,2005,RICHMOND,GEARY BL / ARGUELLO BL,-122.458860615643,37.781255093526,No
12,1,4,2010,INGLESIDE,0 Block of OTSEGO AV,-122.439265796164,37.7266139088799,No
22,2,2,2007,INGLESIDE,300 Block of PARK ST,-122.417973796126,37.7363265720881,No
4,6,4,2004,BAYVIEW,22ND ST / IOWA ST,-122.392135366074,37.757710639439,No
